Date,Close,High,Low,Open,Volume
2025-05-05,499.11920166015625,506.87600373116345,436.56770709983346,436.56770709983346,627015
2025-05-06,465.5561828613281,497.22972223755943,460.43472279198,497.22972223755943,136390
2025-05-07,461.876708984375,475.84885227757917,448.9984468199101,465.55619078244047,90485
2025-05-08,476.2963562011719,517.1189036686977,464.5120058844077,464.7606207419407,337956
2025-05-09,488.3790283203125,492.0585099734183,459.5397050760286,472.2687735410049,66738
2025-05-12,495.9866638183594,504.19095449806156,488.9259954667349,495.2905300455322,153528
2025-05-13,526.16845703125,534.0247107607142,495.24079321943333,499.0197268917506,390543
2025-05-14,549.836669921875,552.5714334876527,527.4613316564214,527.4613316564214,174074
2025-05-15,542.0300903320312,563.2120636667033,537.2566972941734,551.2288398923665,87032
2025-05-16,554.6100463867188,567.8363449080516,534.6213750602042,539.3450574390364,154560
2025-05-19,576.6870727539062,620.5427112406776,558.2895725007771,560.8751428521509,254837
2025-05-20,572.3611450195312,594.7861942891052,564.10714342525,581.2118587235979,98956
2025-05-21,577.3831176757812,588.5707862031477,567.2893909337268,575.7422960432926,63808
2025-05-22,586.1841430664062,594.6867593423549,568.8308132839917,578.7754079218237,121475
2025-05-23,610.9461669921875,620.7913402798268,564.8529936386731,587.725562043056,385846
2025-05-26,621.736083984375,637.6474357910283,612.6367553911491,613.4820823740716,120716
2025-05-27,614.9737548828125,623.526081967527,606.7694643306081,623.526081967527,50895
2025-05-28,596.1287231445312,622.0840902365496,588.7199881808979,615.5703930472564,52340
2025-05-29,589.8139038085938,605.6755449363478,587.0294293544247,597.4712540803016,27949
2025-05-30,593.8414916992188,606.3716566350216,586.7310822708696,596.0790254875399,34632
2025-06-02,599.9573974609375,612.3881410710886,584.8416010915956,584.8416010915956,40665
2025-06-03,612.2886962890625,630.4375812748208,592.7972546258909,592.7972546258909,89688
2025-06-04,616.365966796875,624.5205465827353,608.3605802101724,616.9129073654716,51026
2025-06-05,593.9906005859375,626.211110135619,579.3223241123084,616.5648416033945,38873
2025-06-06,608.7583618164062,615.7692886292922,596.924270369928,596.924270369928,30718
2025-06-09,618.3548583984375,622.5316001233267,604.6313304712183,609.603627596804,31991
2025-06-10,648.5367431640625,651.3212174355809,615.5703886988895,615.5703886988895,79307
2025-06-11,659.3265991210938,665.2933556742258,646.3986265893076,652.5642871669414,64393
2025-06-12,635.9568481445312,666.2878627941141,631.5812020802214,661.2161436397014,40103
2025-06-13,643.9622192382812,653.3598733922248,606.620278187606,606.620278187606,77612
2025-06-16,656.9896850585938,661.2658487178079,626.7580923430977,644.0119401819577,43717
2025-06-17,676.232421875,706.9114714415634,646.1003128632027,651.8681654986214,125342
2025-06-18,673.0501708984375,704.9225854232868,667.4812220315306,681.2047508583295,78215
2025-06-19,651.718994140625,683.6411797787217,647.1445048240453,675.6357931262124,63280
2025-06-20,681.5030517578125,698.060825947433,651.3709424378704,656.9398911020554,86460
2025-06-23,691.7459716796875,695.4751946308725,668.8734042457526,673.0501460904775,43610
2025-06-24,691.547119140625,710.7898850337835,686.2267247162337,702.088364930187,43088
2025-06-25,734.2590942382812,745.8445708509607,695.4254657220386,695.5746589150034,112821
2025-06-26,764.3912963867188,767.7227113345692,734.9552596375624,739.3806164213112,72278
2025-06-27,739.52978515625,789.9986016216986,736.8944433674367,767.7226859374643,83046
2025-06-30,770.5071411132812,780.5512176035584,716.010777416015,735.899965677571,62968
2025-07-01,780.3523559570312,788.5566465604409,758.9714774148124,758.9714774148124,57112
2025-07-02,769.7613525390625,785.5732826358128,757.3306089714883,781.6451555290614,41197
2025-07-03,771.6508178710938,783.6340420343794,763.8442748158836,769.7613206483072,29037
2025-07-04,782.3909912109375,787.611903449714,763.74487607245,770.8055140594281,40332
2025-07-07,801.186279296875,808.5949536336989,774.3358741761798,790.0483213296335,47363
2025-07-08,789.9985961914062,819.8820899507676,783.733453219102,801.1862647891113,41079
2025-07-09,785.3246459960938,805.5121608508596,781.645133862686,782.092652758112,26815
2025-07-10,780.4020385742188,792.0372260577618,770.3082510695198,791.2416706522603,15910
2025-07-11,780.2528686523438,790.3963672917384,774.2861118876397,781.3468104773993,43936
2025-07-14,765.3359985351562,785.6229963916611,756.9825752448821,772.4464081610414,30544
2025-07-15,776.5734252929688,786.0207902688103,757.6786953412857,757.6786953412857,44511
2025-07-16,768.4685668945312,781.8440591047561,765.7338033112767,778.1148360366817,17064
2025-07-17,772.6950073242188,776.1756154653189,761.3581451001257,776.1756154653189,12232
2025-07-18,766.5790405273438,780.8495700115908,761.1095135682287,773.7888715189043,84910
2025-07-21,752.9550170898438,774.6839323777406,750.8169049360644,773.9877986046272,16069
2025-07-22,759.0211791992188,760.7614832458596,732.7674253025272,760.4631575486902,36745
2025-07-23,755.0930786132812,764.4907329331255,748.8279959657152,756.0378272681739,13021
