Date,Close,High,Low,Open,Volume
2025-06-30,91.79881286621094,92.36006239356145,84.03977535065201,84.03977535065201,1306218
2025-07-01,92.79330444335938,96.59404956121986,91.19817813273232,92.27144176088142,803553
2025-07-02,89.39627075195312,93.14778049837584,88.72670922777752,93.14778049837584,309018
2025-07-03,91.9760513305664,92.55699053762359,84.97519750913229,84.97519750913229,123763
2025-07-04,90.87323760986328,91.81849954553476,89.21902734436965,91.44433571025046,72604
2025-07-07,87.84052276611328,91.57234279885124,87.63374740965334,91.57234279885124,54582
2025-07-08,86.4620132446289,88.96302222886389,84.1874768016354,86.79679776051526,65597
2025-07-09,90.78462219238281,90.78462219238281,84.08901442923144,86.46201428342862,141445
2025-07-10,89.5833511352539,92.06466280601539,88.17530305067093,91.56248981454581,69206
2025-07-11,87.0626449584961,90.47937749117929,86.64909426608105,88.61839186303743,68193
2025-07-14,86.50139617919922,89.11071701980299,86.05830722102702,88.02760483472431,72525
2025-07-15,85.50689697265625,87.53527858021737,84.92595779479213,86.63924457904163,107476
2025-07-16,85.66444396972656,87.33834389296103,84.669946597216,84.67979518846535,62244
2025-07-17,84.23670959472656,85.66444737947475,83.59668635897677,84.72903400495343,98927
2025-07-18,82.99604797363281,84.6207199906097,82.7104989211227,83.65576086446264,57399
2025-07-21,85.45767211914062,86.4029340863042,80.24887895195205,82.99605006539977,145865
2025-07-22,83.94131469726562,85.66445018958485,83.21267664966466,83.69515248407716,86265
2025-07-23,83.57698822021484,84.6797975909341,82.21817556794184,83.25205982250829,61939
2025-07-24,83.82315063476562,84.67979780535481,82.51357342454612,83.54745016945625,54425
2025-07-25,81.80462646484375,84.67979924077058,81.24337693315752,83.82315205566027,53342
2025-07-28,81.8243179321289,83.56715060349379,79.76640544153116,81.88340197147531,42528
2025-07-29,82.77942657470703,83.49822352372492,80.45565474230523,82.71050145731691,18364
2025-07-30,82.16893768310547,84.08900731140012,81.82431211257278,81.94247267058714,29603
2025-07-31,82.9271240234375,83.38006157480095,80.74120246213295,82.17878882401021,39251
2025-08-01,84.57148742675781,85.66444822928582,81.87355173538725,82.92712568323347,77224
2025-08-04,84.6994857788086,85.66444490032784,82.36587294972405,84.57148414027276,97852
2025-08-05,85.50689697265625,86.63924457904163,83.69514681225891,85.66444438431205,65209
2025-08-06,85.13273620605469,86.05830850219941,83.74438527411195,84.67979864963422,60654
2025-08-07,85.71368408203125,87.14142188771109,84.82749862817592,85.65460004359127,148447
2025-08-08,89.24856567382812,89.99690085723901,86.64909347068937,89.99690085723901,694701
2025-08-11,84.8176498413086,87.63374610359715,84.77826298653068,87.63374610359715,209435
