Date,Close,High,Low,Open,Volume
2025-07-28,15153.7158203125,15551.841362704328,14993.068671628078,15441.084632865999,3881
2025-07-29,15103.826171875,15204.604823084577,14844.395980642425,15151.720976410244,4106
2025-07-30,15112.8056640625,15344.297207312367,15023.002910215568,15096.840730045267,2327
2025-07-31,15075.88671875,15282.43305211298,14877.322852376894,14913.243953831327,3605
2025-08-01,14976.1064453125,15110.810580838997,14922.224791101902,15065.909202330165,1830
2025-08-04,15346.29296875,15436.095723443595,14877.323027572334,15026.994285394994,2598
2025-08-05,15644.6376953125,15732.444833343465,15264.47269997389,15436.095742488958,4741
2025-08-06,15322.345703125,15837.214834592342,15176.665677554784,15624.681646602916,2586
2025-08-07,15537.8720703125,15715.481961689049,15041.96130618809,15316.358610281073,3810
2025-08-08,14909.2529296875,15536.874405579178,14887.301145157107,15536.874405579178,7858
2025-08-11,14797.498046875,15021.00712054324,14717.673377707772,15009.033420168156,2547
2025-08-12,14708.693359375,14956.149838116267,14476.204006364052,14802.487347284996,2931
2025-08-13,14859.3623046875,14927.213274115298,14561.017600879983,14767.563934285186,2893
2025-08-14,14829.4287109375,14967.12627264584,14669.779364029277,14817.455009919384,1921
2025-08-18,15156.7099609375,15214.582849530942,14807.477012528803,14807.477012528803,2848
2025-08-19,15061.91796875,15316.359113634482,15008.03631453917,15220.569506148559,2348
2025-08-20,15397.181640625,15514.923033509049,15138.749261328658,15206.600233499126,3865
2025-08-21,15411.150390625,15487.981635693186,15303.38708585404,15359.264354994539,1536
2025-08-22,15099.833984375,15456.051570605217,15052.936991229846,15431.106361485454,1786
2025-08-25,15092.849609375,15244.516483672567,14978.101645268289,15099.834268059756,1558
2025-08-26,14579.9765625,15133.760232920717,14168.879495448946,15043.957475555195,15657
2025-08-28,14495.162109375,14665.787339684295,14416.335248588835,14418.3308653176,2738
2025-08-29,14076.0830078125,14558.02446189724,13994.262719541384,14558.02446189724,4528
2025-09-01,14077.0810546875,14212.782998509267,13974.306788410719,14175.864087322463,1979
2025-09-02,14054.130859375,14250.699107816383,13980.293040163517,14079.076068568069,2468
2025-09-03,14076.0830078125,14228.747692025678,14016.214504199488,14104.021642831905,2516
2025-09-04,14320.5458984375,14617.89279627295,14099.03243763391,14125.97326394786,7857
2025-09-05,14170.875,14432.300802703845,14064.109500422475,14366.44544782425,2678
2025-09-08,14035.1728515625,14252.695081168687,13973.308731215786,14169.876984575505,1845
2025-09-09,14461.2373046875,14558.024720581703,14085.063533634771,14085.063533634771,5622
2025-09-10,14454.251953125,14597.936357463672,14333.517141145976,14462.234420032704,2506
2025-09-11,14312.5634765625,14508.133920051503,14164.887835560601,14404.361847996113,2801
2025-09-12,14904.263671875,14988.079575231597,14266.664121340882,14317.552348378817,7728
2025-09-15,14789.515625,14929.208796468089,14714.679997427811,14917.235096056538,2106
2025-09-16,14962.13671875,15178.661138087695,14658.802970000417,14889.296706714738,4905
2025-09-17,15256.490234375,15356.271073056329,14957.147718331016,15110.810209900263,4449
2025-09-18,15319.3525390625,15516.918604504717,15114.801814741011,15216.578272696093,5253
2025-09-19,15167.685546875,15366.24941924051,15018.014286297981,15366.24941924051,8157
2025-09-22,15565.810546875,15634.65932429387,15002.048818734977,15356.27078951322,8208
2025-09-23,15588.7607421875,15663.596372710708,15441.085097955038,15498.957985559651,3204
2025-09-24,15462.0390625,15713.486780862802,15386.205623628677,15539.868118183724,4363
2025-09-25,15238.5302734375,15573.793904387932,15146.73189829631,15461.04155231234,1939
2025-09-26,14576.982421875,15261.478961090981,14518.111728268961,15261.478961090981,3873
2025-09-29,14141.9384765625,14850.38244173285,14109.010799308104,14597.93691611581,6089
2025-09-30,14405.359375,14572.991180430492,14253.692503420032,14303.582921702917,4667
2025-10-01,14480.1953125,14583.967384750551,14267.662126063775,14402.366258312088,2300
