Date,Close,High,Low,Open,Volume
2025-07-24,137.39999389648438,141.6999969482422,136.47999572753906,140.0,6311712
2025-07-25,132.63999938964844,146.4499969482422,128.6699981689453,141.0,20548173
2025-07-28,131.2100067138672,135.99000549316406,123.80000305175781,135.19000244140625,8899472
2025-07-29,134.58999633789062,135.47999572753906,128.0,131.14999389648438,4589771
2025-07-30,127.70999908447266,134.5,125.75,134.5,11143449
2025-07-31,127.70999908447266,129.69000244140625,125.0,125.0,3600860
2025-08-01,124.38999938964844,128.49000549316406,123.0,127.25,2500040
2025-08-04,124.62999725341797,126.69999694824219,122.41000366210938,124.5999984741211,2872623
2025-08-05,123.43000030517578,126.33999633789062,121.30000305175781,124.88999938964844,1665844
2025-08-06,119.91999816894531,124.63999938964844,119.0999984741211,124.01000213623047,2380681
2025-08-07,124.58999633789062,125.63999938964844,117.47000122070312,119.37000274658203,2746073
2025-08-08,120.3499984741211,124.87999725341797,119.2300033569336,124.8499984741211,3174370
2025-08-11,120.2699966430664,122.25,119.25,120.3499984741211,1614350
2025-08-12,120.69999694824219,121.47000122070312,120.0,120.5,1114822
2025-08-13,120.06999969482422,123.0999984741211,119.41000366210938,122.0,1279220
2025-08-14,120.30999755859375,122.16000366210938,116.55999755859375,120.9000015258789,1586342
2025-08-18,122.02999877929688,123.0,120.77999877929688,122.54000091552734,1102131
2025-08-19,125.5,126.0,121.4000015258789,122.44999694824219,1846848
2025-08-20,122.22000122070312,126.87000274658203,119.87000274658203,125.45999908447266,2633863
2025-08-21,121.73999786376953,125.01000213623047,120.23999786376953,123.5,2624366
2025-08-22,129.55999755859375,130.86000061035156,121.19999694824219,122.0999984741211,5284857
2025-08-25,125.48999786376953,131.7899932861328,125.0999984741211,130.4499969482422,2022753
2025-08-26,121.94999694824219,125.94999694824219,121.27999877929688,125.29000091552734,1206414
2025-08-28,122.54000091552734,124.58999633789062,120.51000213623047,123.0,1123681
2025-08-29,120.44999694824219,123.0,119.9000015258789,122.41000366210938,1012498
2025-09-01,122.43000030517578,123.0,119.16000366210938,120.98999786376953,1060282
2025-09-02,123.63999938964844,124.63999938964844,121.2699966430664,122.9800033569336,985626
2025-09-03,126.37000274658203,127.30000305175781,122.97000122070312,123.63999938964844,1498100
2025-09-04,122.5999984741211,128.39999389648438,122.05000305175781,127.4000015258789,1347682
2025-09-05,122.06999969482422,123.5,120.54000091552734,122.5999984741211,842304
2025-09-08,124.44000244140625,126.80000305175781,122.18000030517578,122.69999694824219,1300000
