Date,Close,High,Low,Open,Volume
2025-06-16,210.86463928222656,216.41628835512677,207.42556092017006,212.78069422816253,95775
2025-06-17,208.53587341308594,212.62346713001426,207.63188893604834,210.11784999619954,81427
2025-06-18,204.37950134277344,208.80117324682382,203.65237656544755,208.309876368596,75208
2025-06-19,204.92974853515625,206.7377174229752,203.75063904280435,204.77252993799183,86139
2025-06-20,213.98927307128906,215.1880386871752,205.35228030728743,205.853397739558,254496
2025-06-23,221.23098754882812,224.52268276830972,210.2161194730996,210.2161194730996,377274
2025-06-24,221.38819885253906,223.2649565425576,215.87584722968492,222.06619094948124,409849
2025-06-25,222.6655731201172,229.3373781704961,220.11082334033776,222.36097145265236,496313
2025-06-26,223.77590942382812,227.96175346490213,221.47662861905525,223.54008152269498,276506
2025-06-27,226.29135131835938,228.94435153493276,224.81746064324176,226.9791639681093,272713
2025-06-30,230.015380859375,235.22313103912327,225.0139819762599,227.8634980214774,468051
2025-07-01,230.15293884277344,231.8921340462136,226.28151691783705,231.0078056339919,262157
2025-07-02,229.062255859375,231.5973495961676,224.72902870968142,231.40083383995236,157673
2025-07-03,230.52633666992188,233.26776683024173,227.1756881459373,227.1756881459373,161552
2025-07-04,228.8755645751953,232.87472850189647,227.05777505748776,230.7130251600108,73058
2025-07-07,228.0403594970703,229.9171171595647,219.11840644014518,227.12653951231812,134343
2025-07-08,222.5181884765625,228.23687633734528,220.29751699340025,228.23687633734528,111980
2025-07-09,219.24615478515625,222.06619413408205,217.50695959760554,221.0836003547277,170801
2025-07-10,210.58950805664062,219.11841494848662,209.39074243459717,219.11841494848662,463781
2025-07-11,210.52072143554688,213.37023745536754,208.80118228729853,208.80118228729853,172997
2025-07-14,212.97720336914062,214.20544560310339,209.7837735608375,211.6703518330213,126379
2025-07-15,213.4783172607422,215.18803581959736,212.0437387514652,213.46849672058232,105582
2025-07-16,224.4145965576172,228.94435455869936,213.71415071466572,214.0089318522208,539316
2025-07-17,228.4923553466797,233.85732408444474,225.6035421728586,225.99657369505164,490057
2025-07-18,227.51959228515625,228.94435026455926,224.03138137476185,227.96175648659977,117308
2025-07-21,230.1234588623047,234.1324432592359,225.13188069141557,226.9791617842776,253122
