Date,Symbol,Weekly %,20days,Momentum
"19th May'26","CNXREALTY","1.43","-2.47","0.133"
"19th May'26","NIFTYSMALLCAP50","1.22","3.72","1.68"
"19th May'26","NIFTYMEDIA","1.18","-0.612","0.517"
"19th May'26","CNXSMALLCAP","1.17","2.15","1.43"
"19th May'26","NIFTYSMALLCAP250","1.16","1.74","1.36"
"19th May'26","NIFTYCHEMICALS","1.09","5.66","1.68"
"19th May'26","NIFTYMIDSELECT","0.940","3.56","1.60"
"19th May'26","NIFTYMIDSMALLCAP400","0.900","1.64","1.22"
"19th May'26","NIFTYMIDCAP50","0.883","2.54","1.38"
"19th May'26","NIFTYMIDCAP150","0.771","1.59","1.14"
"19th May'26","NIFTYMICROCAP250","0.448","2.10","1.68"
"19th May'26","CNXPHARMA","0.422","10.73","2.22"
"19th May'26","NIFTYLARGEMID250","0.393","-0.604","0.493"
"19th May'26","NIFTYAUTO","0.291","-3.10","0.020"
"19th May'26","NIFTYHEALTHCARE","0.279","9.39","2.08"
"19th May'26","NIFTYTOTALMKT","0.277","-1.37","0.292"
"19th May'26","NIFTY500","0.270","-1.50","0.234"
"19th May'26","NIFTY200","0.171","-1.92","0.079"
"19th May'26","CNXENERGY","0.126","0.981","1.27"
"19th May'26","NIFTYFMCG","-0.033","2.68","0.872"
"19th May'26","NIFTYCOMMODITIES","-0.041","0.248","0.956"
"19th May'26","NIFTYMETAL","-0.047","2.60","1.96"
"19th May'26","NIFTYCONSUMPTION","-0.055","-1.10","0.361"
"19th May'26","CNXINFRA","-0.326","-0.463","0.424"
"19th May'26","NIFTYINDDEFENCE","-0.372","1.83","1.92"
