"Date","Symbol","Weekly %","20days","Momentum"
"8th Jul'26","CNXPHARMA",-0.965,4.69,1.52
"8th Jul'26","NIFTYHEALTHCARE",-1.21,4.11,1.48
"8th Jul'26","NIFTYMIDCAP50",-1.45,2.07,0.704
"8th Jul'26","NIFTYMIDSELECT",-1.5,1.68,0.589
"8th Jul'26","NIFTYMIDCAP150",-1.63,1.45,0.566
"8th Jul'26","NIFTYINDDEFENCE",-1.67,2.12,1.2
"8th Jul'26","NIFTYMIDSMALLCAP400",-1.75,2.19,0.852
"8th Jul'26","NIFTYLARGEMID250",-1.85,1.96,0.567
"8th Jul'26","CNXREALTY",-1.87,15.04,3.27
"8th Jul'26","NIFTY200",-1.97,2.2,0.55
"8th Jul'26","NIFTY500",-1.97,2.4,0.655
"8th Jul'26","NIFTYTOTALMKT",-1.97,2.45,0.696
"8th Jul'26","NIFTYSMALLCAP250",-1.98,3.65,1.4
"8th Jul'26","NIFTYMICROCAP250",-2.02,3.44,1.62
"8th Jul'26","NIFTYCONSUMPTION",-2.07,4.33,1.05
"8th Jul'26","NIFTY100",-2.07,2.5,0.565
"8th Jul'26","NIFTY",-2.12,2.75,0.546
"8th Jul'26","CNXINFRA",-2.16,1.4,0.311
"8th Jul'26","NIFTYAUTO",-2.23,2.72,0.804
"8th Jul'26","CNXSMALLCAP",-2.24,3.98,1.43
"8th Jul'26","NIFTYMEDIA",-2.31,-1.5,0.678
"8th Jul'26","NIFTYSMALLCAP50",-2.36,4.51,1.57
"8th Jul'26","NIFTYFINSERVICE",-2.45,4.66,1.13
"8th Jul'26","NIFTYFMCG",-2.49,1.09,0.174
"8th Jul'26","BANKNIFTY",-2.51,2.8,1.14
"8th Jul'26","NIFTYPVTBANK",-2.52,3.92,1.28
"8th Jul'26","NIFTYCHEMICALS",-2.67,0.347,0.593
