"Date","Symbol","Weekly %","20days","Momentum"
"10th Jul'26","CNXREALTY",3.49,26.27,3.63
"10th Jul'26","NIFTYINDDEFENCE",1.89,7.77,0.919
"10th Jul'26","NIFTYCHEMICALS",1.61,3.84,0.469
"10th Jul'26","CNXSMALLCAP",1.55,9.68,1.45
"10th Jul'26","NIFTYSMALLCAP50",1.51,10,1.59
"10th Jul'26","BANKNIFTY",1.39,5.2,0.981
"10th Jul'26","NIFTYMICROCAP250",1.37,9.67,1.53
"10th Jul'26","NIFTYSMALLCAP250",1.36,8.87,1.36
"10th Jul'26","NIFTYMIDSMALLCAP400",1.36,7.37,0.878
"10th Jul'26","NIFTYMIDCAP150",1.36,6.6,0.626
"10th Jul'26","NIFTYFINSERVICE",1.32,6.68,0.976
"10th Jul'26","NIFTYLARGEMID250",1.21,5.69,0.56
"10th Jul'26","NIFTYMIDCAP50",1.2,7.08,0.803
"10th Jul'26","NIFTYTOTALMKT",1.17,5.75,0.653
"10th Jul'26","NIFTY500",1.16,5.58,0.614
"10th Jul'26","NIFTYPVTBANK",1.16,4.45,1.05
"10th Jul'26","NIFTYMIDSELECT",1.13,6.88,0.723
"10th Jul'26","NIFTY200",1.13,5.07,0.508
"10th Jul'26","CNXINFRA",1.11,4.48,0.218
"10th Jul'26","NIFTY100",1.06,4.77,0.492
"10th Jul'26","NIFTY",1.02,4.51,0.474
"10th Jul'26","NIFTYAUTO",0.691,4.15,0.644
"10th Jul'26","NIFTYCONSUMPTION",0.319,6.25,0.957
"10th Jul'26","NIFTYHEALTHCARE",0.187,5.4,1.43
"10th Jul'26","NIFTYMEDIA",0.101,1.28,0.484
"10th Jul'26","CNXPHARMA",0.07,5.62,1.5
"10th Jul'26","NIFTYFMCG",-0.08,1.63,0.075
