Date,Symbol,Weekly %,20days,Momentum
"19th Jun'26","NIFTYMICROCAP250","0.804","8.00","1.87"
"19th Jun'26","NIFTYHEALTHCARE","0.742","-1.54","0.460"
"19th Jun'26","CNXPHARMA","0.734","-1.73","0.405"
"19th Jun'26","NIFTYINDDEFENCE","0.677","5.13","1.28"
"19th Jun'26","NIFTYSMALLCAP250","0.575","5.46","1.25"
"19th Jun'26","NIFTYSMALLCAP50","0.505","4.82","1.19"
"19th Jun'26","NIFTYMIDSMALLCAP400","0.425","3.28","0.871"
"19th Jun'26","CNXSMALLCAP","0.421","4.46","1.07"
"19th Jun'26","NIFTYMIDCAP150","0.348","2.20","0.675"
"19th Jun'26","CNXENERGY","0.224","0.671","0.200"
"19th Jun'26","NIFTYMIDSELECT","0.160","1.86","0.787"
"19th Jun'26","CNXINFRA","0.128","1.39","0.393"
"19th Jun'26","NIFTYCHEMICALS","0.118","2.20","0.843"
"19th Jun'26","NIFTYMIDCAP50","0.104","1.61","0.682"
"19th Jun'26","NIFTYMEDIA","0.096","8.62","1.65"
"19th Jun'26","NIFTYCONSUMPTION","0.049","2.74","0.519"
"19th Jun'26","NIFTYLARGEMID250","-0.101","2.10","0.521"
"19th Jun'26","NIFTYTOTALMKT","-0.223","2.62","0.574"
"19th Jun'26","NIFTY500","-0.268","2.40","0.516"
"19th Jun'26","NIFTY200","-0.423","1.99","0.420"
"19th Jun'26","BANKNIFTY","-0.480","7.95","1.38"
"19th Jun'26","NIFTYPVTBANK","-0.497","7.32","1.50"
"19th Jun'26","NIFTYFINSERVICE","-0.567","4.73","0.805"
"19th Jun'26","NIFTY100","-0.583","1.99","0.354"
"19th Jun'26","NIFTYAUTO","-0.610","2.30","0.538"
"19th Jun'26","NIFTYPSUBANK","-0.618","9.12","1.18"
"19th Jun'26","NIFTY","-0.641","1.52","0.232"
"19th Jun'26","CNXREALTY","-1.01","4.75","1.13"
