Date,Symbol,Weekly %,20days,Momentum
"25th Jun'26","NIFTYAUTO","2.25","0.423","0.571"
"25th Jun'26","NIFTYCONSUMPTION","0.727","1.04","0.691"
"25th Jun'26","CNXREALTY","0.328","5.32","1.57"
"25th Jun'26","NIFTYPVTBANK","0.162","6.32","1.70"
"25th Jun'26","NIFTY100","0.152","0.574","0.505"
"25th Jun'26","NIFTY","0.143","0.623","0.389"
"25th Jun'26","NIFTYFINSERVICE","0.129","3.95","1.16"
"25th Jun'26","NIFTYPSUBANK","0.092","4.99","1.21"
"25th Jun'26","NIFTYHEALTHCARE","0.059","1.78","0.931"
"25th Jun'26","BANKNIFTY","0.046","6.06","1.57"
"25th Jun'26","NIFTY200","0.013","0.214","0.551"
"25th Jun'26","CNXINFRA","-0.028","-0.405","0.593"
"25th Jun'26","NIFTY500","-0.054","0.637","0.680"
"25th Jun'26","NIFTYTOTALMKT","-0.079","0.811","0.740"
"25th Jun'26","CNXPHARMA","-0.198","1.03","0.894"
"25th Jun'26","NIFTYLARGEMID250","-0.203","-0.030","0.663"
"25th Jun'26","NIFTYSMALLCAP50","-0.387","2.84","1.48"
"25th Jun'26","NIFTYSMALLCAP250","-0.450","3.52","1.55"
"25th Jun'26","CNXSMALLCAP","-0.471","2.71","1.36"
"25th Jun'26","NIFTYMIDSMALLCAP400","-0.503","0.780","1.06"
"25th Jun'26","NIFTYMIDCAP150","-0.531","-0.585","0.812"
"25th Jun'26","NIFTYMIDSELECT","-0.564","-1.85","0.759"
"25th Jun'26","NIFTYMIDCAP50","-0.579","-0.941","0.755"
"25th Jun'26","NIFTYMICROCAP250","-0.623","4.90","2.10"
"25th Jun'26","NIFTYMEDIA","-0.625","6.54","1.72"
"25th Jun'26","NIFTYCHEMICALS","-0.643","-0.393","0.833"
"25th Jun'26","CNXENERGY","-0.680","-4.57","0.163"
"25th Jun'26","NIFTYINDDEFENCE","-0.701","1.54","1.63"
