"Date","Symbol","Weekly %","20days","Momentum"
"24th Aug'26 3:29:00","NIFTYMETAL",1.59,7.25,0.916
"24th Aug'26 3:29:00","CNXREALTY",0.603,1.69,0.702
"24th Aug'26 3:29:00","NIFTYMICROCAP250",0.254,4.53,1.23
"24th Aug'26 3:29:00","CNXIT",0.212,3.92,1.11
"24th Aug'26 3:29:00","NIFTYMIDSELECT",0.155,2.23,0.456
"24th Aug'26 3:29:00","NIFTYOILANDGAS",0.127,1.06,0.007
"24th Aug'26 3:29:00","NIFTYMIDCAP150",0.068,2.14,0.494
"24th Aug'26 3:29:00","NIFTYMIDCAP50",0.063,2.21,0.586
"24th Aug'26 3:29:00","NIFTYLARGEMID250",-0.017,1.63,0.327
"24th Aug'26 3:29:00","NIFTYMIDSMALLCAP400",-0.028,2.46,0.571
"24th Aug'26 3:29:00","NIFTYHEALTHCARE",-0.036,-0.332,0.136
"24th Aug'26 3:29:00","NIFTY200",-0.056,1.38,0.232
"24th Aug'26 3:29:00","NIFTYTOTALMKT",-0.064,1.68,0.332
"24th Aug'26 3:29:00","NIFTYCONSUMPTION",-0.077,1.01,0.477
"24th Aug'26 3:29:00","CNXPHARMA",-0.078,1.52,0.605
"24th Aug'26 3:29:00","NIFTY500",-0.079,1.55,0.289
"24th Aug'26 3:29:00","NIFTYAUTO",-0.08,5.24,1.53
"24th Aug'26 3:29:00","NIFTYCHEMICALS",-0.096,-1.28,0.188
"24th Aug'26 3:29:00","NIFTY100",-0.103,1.12,0.157
"24th Aug'26 3:29:00","NIFTY",-0.136,0.93,0.054
"24th Aug'26 3:29:00","NIFTYSMALLCAP250",-0.212,3.09,0.716
"24th Aug'26 3:29:00","CNXSMALLCAP",-0.255,4.21,0.976
"24th Aug'26 3:29:00","NIFTYSMALLCAP50",-0.348,4.91,1.14
"24th Aug'26 3:29:00","BANKNIFTY",-0.409,0.769,0.078
"24th Aug'26 3:29:00","NIFTYMEDIA",-0.583,2.52,1.31
"24th Aug'26 3:29:00","NIFTYPSUBANK",-0.931,2.1,0.568
"24th Aug'26 3:29:00","NIFTYINDDEFENCE",-0.943,3.39,1.23
