"Date","Symbol","Weekly %","20days","Momentum"
"3rd Jul'26","CNXREALTY",2.19,16.51,2.64
"3rd Jul'26","NIFTYHEALTHCARE",1.8,7.3,1.39
"3rd Jul'26","CNXPHARMA",1.72,6.48,1.37
"3rd Jul'26","NIFTYCHEMICALS",0.539,3.36,0.698
"3rd Jul'26","NIFTY",0.394,3.65,0.492
"3rd Jul'26","NIFTY100",0.284,3.58,0.556
"3rd Jul'26","NIFTYCONSUMPTION",0.236,5.45,0.938
"3rd Jul'26","NIFTY200",0.189,3.26,0.566
"3rd Jul'26","CNXINFRA",0.187,2.87,0.487
"3rd Jul'26","NIFTY500",0.156,3.57,0.695
"3rd Jul'26","NIFTYTOTALMKT",0.135,3.67,0.749
"3rd Jul'26","NIFTYSMALLCAP50",0.11,6.24,1.57
"3rd Jul'26","NIFTYSMALLCAP250",0.072,5.53,1.55
"3rd Jul'26","NIFTYFINSERVICE",0.047,7.37,1.25
"3rd Jul'26","CNXSMALLCAP",0.038,5.82,1.48
"3rd Jul'26","NIFTYLARGEMID250",0.032,3.05,0.636
"3rd Jul'26","NIFTYFMCG",0.023,3.9,0.121
"3rd Jul'26","NIFTYPVTBANK",0,7.53,1.53
"3rd Jul'26","NIFTYMIDSMALLCAP400",-0.12,3.56,1
"3rd Jul'26","NIFTYMIDCAP50",-0.128,3,0.733
"3rd Jul'26","BANKNIFTY",-0.161,6.69,1.39
"3rd Jul'26","NIFTYMIDSELECT",-0.188,2.53,0.637
"3rd Jul'26","NIFTYMIDCAP150",-0.22,2.55,0.712
"3rd Jul'26","NIFTYINDDEFENCE",-0.317,5.59,1.52
"3rd Jul'26","NIFTYMICROCAP250",-0.332,5.96,1.96
"3rd Jul'26","NIFTYAUTO",-0.443,3.23,0.663
"3rd Jul'26","NIFTYMEDIA",-0.451,4.16,1.26
"3rd Jul'26","NIFTYPSUBANK",-1.54,2.29,0.605
