"Date","Symbol","Weekly %","20days","Momentum"
"23rd Jul'26","NIFTYAUTO",0.699,4.31,0.73
"23rd Jul'26","NIFTYMEDIA",0.221,-1.3,0.675
"23rd Jul'26","NIFTYCONSUMPTION",-0.047,2.42,0.675
"23rd Jul'26","CNXIT",-0.057,3.51,0.724
"23rd Jul'26","NIFTYHEALTHCARE",-0.338,2.14,1.1
"23rd Jul'26","NIFTYINDDEFENCE",-0.383,-0.804,0.274
"23rd Jul'26","CNXPHARMA",-0.383,2.54,1.23
"23rd Jul'26","NIFTY",-0.528,-0.633,0.213
"23rd Jul'26","NIFTY100",-0.547,-0.572,0.247
"23rd Jul'26","NIFTY200",-0.635,-0.602,0.277
"23rd Jul'26","NIFTYMICROCAP250",-0.679,-1.15,0.746
"23rd Jul'26","NIFTYTOTALMKT",-0.702,-0.645,0.364
"23rd Jul'26","NIFTY500",-0.703,-0.622,0.347
"23rd Jul'26","NIFTYFINSERVICE",-0.751,-2.78,0.194
"23rd Jul'26","NIFTYLARGEMID250",-0.754,-0.66,0.342
"23rd Jul'26","NIFTYPVTBANK",-0.772,-3.52,0.243
"23rd Jul'26","BANKNIFTY",-0.936,-2.68,0.379
"23rd Jul'26","NIFTYMIDCAP150",-0.961,-0.731,0.437
"23rd Jul'26","CNXSMALLCAP",-1.01,0.302,0.979
"23rd Jul'26","NIFTYOILANDGAS",-1.02,-1.01,0.141
"23rd Jul'26","NIFTYMIDSMALLCAP400",-1.04,-0.736,0.564
"23rd Jul'26","NIFTYSMALLCAP50",-1.05,0.561,1.12
"23rd Jul'26","NIFTYMIDCAP50",-1.08,0.001,0.618
"23rd Jul'26","NIFTYSMALLCAP250",-1.19,-0.75,0.807
"23rd Jul'26","NIFTYMIDSELECT",-1.35,-0.607,0.509
"23rd Jul'26","CNXREALTY",-1.81,7.67,2.87
"23rd Jul'26","NIFTYCHEMICALS",-1.87,0.978,0.938
