Date,Symbol,Weekly %,20days,Momentum
"15th May'26","NIFTYMEDIA","1.98","2.73","0.802"
"15th May'26","NIFTYFMCG","0.536","5.53","1.00"
"15th May'26","CNXPHARMA","0.341","9.66","2.02"
"15th May'26","NIFTYHEALTHCARE","0.252","9.12","1.93"
"15th May'26","NIFTYCHEMICALS","0.124","5.66","1.85"
"15th May'26","NIFTYAUTO","0.081","-1.18","0.410"
"15th May'26","NIFTYCONSUMPTION","-0.037","0.885","0.525"
"15th May'26","NIFTY200","-0.356","-1.06","0.205"
"15th May'26","NIFTY500","-0.362","-0.552","0.403"
"15th May'26","NIFTYTOTALMKT","-0.363","-0.389","0.475"
"15th May'26","NIFTYMICROCAP250","-0.366","3.68","2.20"
"15th May'26","NIFTYLARGEMID250","-0.390","0.182","0.634"
"15th May'26","NIFTYSMALLCAP250","-0.394","3.23","1.85"
"15th May'26","NIFTYMIDSMALLCAP400","-0.427","2.54","1.49"
"15th May'26","CNXINFRA","-0.435","1.02","0.583"
"15th May'26","NIFTYMIDCAP150","-0.444","2.19","1.30"
"15th May'26","NIFTYMIDCAP50","-0.486","2.79","1.49"
"15th May'26","NIFTYSMALLCAP50","-0.529","4.87","2.13"
"15th May'26","CNXSMALLCAP","-0.606","3.31","1.94"
"15th May'26","CNXENERGY","-0.657","4.27","1.70"
"15th May'26","NIFTYMIDSELECT","-0.677","3.55","1.74"
"15th May'26","NIFTYCOMMODITIES","-1.29","2.36","1.28"
"15th May'26","NIFTYOILANDGAS","-1.67","-0.038","0.167"
"15th May'26","CNXREALTY","-1.79","-2.98","0.715"
"15th May'26","NIFTYINDDEFENCE","-1.84","3.62","2.45"
"15th May'26","NIFTYMETAL","-1.93","4.40","2.19"
