Date,Symbol,Weekly %,20days,Momentum
"18th May'26","CNXPHARMA","0.520","10.07","2.13"
"18th May'26","NIFTYHEALTHCARE","0.215","8.91","2.02"
"18th May'26","NIFTYMIDSELECT","-0.023","2.36","1.64"
"18th May'26","NIFTYMIDCAP50","-0.068","1.45","1.41"
"18th May'26","NIFTY200","-0.154","-2.07","0.128"
"18th May'26","NIFTYLARGEMID250","-0.201","-1.01","0.542"
"18th May'26","CNXINFRA","-0.224","-0.049","0.512"
"18th May'26","NIFTYMIDCAP150","-0.245","0.718","1.19"
"18th May'26","NIFTYFMCG","-0.296","2.50","0.937"
"18th May'26","NIFTY500","-0.311","-1.79","0.299"
"18th May'26","NIFTYTOTALMKT","-0.354","-1.68","0.364"
"18th May'26","NIFTYCONSUMPTION","-0.506","-0.781","0.439"
"18th May'26","NIFTYINDDEFENCE","-0.513","1.58","2.19"
"18th May'26","CNXREALTY","-0.575","-4.44","0.330"
"18th May'26","NIFTYCOMMODITIES","-0.653","0.551","1.11"
"18th May'26","NIFTYMIDSMALLCAP400","-0.661","0.549","1.31"
"18th May'26","CNXENERGY","-0.747","1.64","1.47"
"18th May'26","NIFTYCHEMICALS","-0.920","3.79","1.74"
"18th May'26","NIFTYMETAL","-0.982","2.25","2.08"
"18th May'26","NIFTYSMALLCAP50","-1.21","1.93","1.86"
"18th May'26","CNXSMALLCAP","-1.26","0.518","1.63"
"18th May'26","NIFTYMICROCAP250","-1.36","1.08","1.92"
"18th May'26","NIFTYSMALLCAP250","-1.49","0.209","1.55"
"18th May'26","NIFTYAUTO","-1.71","-3.07","0.183"
"18th May'26","NIFTYMEDIA","-2.24","-0.889","0.605"
