Date,Symbol,Weekly %,20days,Momentum
"8th May'26","CNXSMALLCAP","0.221","13.30","2.94"
"8th May'26","NIFTYFMCG","0.191","7.26","1.50"
"8th May'26","NIFTYCHEMICALS","0.184","11.06","2.26"
"8th May'26","NIFTYCONSUMPTION","0.171","4.92","1.22"
"8th May'26","NIFTYHEALTHCARE","0.167","9.51","1.63"
"8th May'26","NIFTYSMALLCAP250","0.164","12.62","2.77"
"8th May'26","NIFTYSMALLCAP50","0.065","13.56","2.99"
"8th May'26","NIFTYMIDCAP50","0.060","8.75","1.89"
"8th May'26","NIFTYMEDIA","0.041","9.12","2.04"
"8th May'26","NIFTYMIDSMALLCAP400","-0.039","10.14","2.20"
"8th May'26","NIFTYMICROCAP250","-0.086","14.18","3.21"
"8th May'26","CNXPHARMA","-0.104","9.64","1.73"
"8th May'26","NIFTYMIDCAP150","-0.143","8.91","1.91"
"8th May'26","CNXINFRA","-0.159","4.75","1.28"
"8th May'26","NIFTYAUTO","-0.293","4.83","1.05"
"8th May'26","NIFTYINDDEFENCE","-0.312","16.64","3.32"
"8th May'26","NIFTYLARGEMID250","-0.362","5.47","1.31"
"8th May'26","NIFTYTOTALMKT","-0.410","4.79","1.22"
"8th May'26","NIFTYMIDSELECT","-0.410","9.62","2.23"
"8th May'26","NIFTY500","-0.424","4.42","1.14"
"8th May'26","CNXREALTY","-0.471","10.44","2.59"
"8th May'26","NIFTY200","-0.508","3.34","0.915"
"8th May'26","NIFTY100","-0.596","2.03","0.659"
"8th May'26","NIFTY","-0.619","0.745","0.376"
"8th May'26","NIFTYPVTBANK","-0.822","-0.622","0.074"
"8th May'26","NIFTYCOMMODITIES","-0.838","7.27","1.96"
"8th May'26","CNXENERGY","-0.841","11.86","2.90"
"8th May'26","NIFTYMETAL","-0.869","8.05","2.35"
"8th May'26","NIFTYOILANDGAS","-0.937","4.16","1.01"
"8th May'26","BANKNIFTY","-1.31","-0.706","0.007"
"8th May'26","NIFTYFINSERVICE","-1.66","-0.160","0.251"
