Date,Symbol,Weekly %,20days,Momentum
"1st Jun'26","NIFTYMETAL","0.488","5.25","1.77"
"1st Jun'26","NIFTYCOMMODITIES","-0.514","0.039","0.814"
"1st Jun'26","CNXPHARMA","-0.540","4.07","1.58"
"1st Jun'26","NIFTYSMALLCAP50","-0.775","1.09","1.22"
"1st Jun'26","NIFTYSMALLCAP250","-0.794","0.752","1.01"
"1st Jun'26","NIFTYHEALTHCARE","-0.816","2.34","1.25"
"1st Jun'26","CNXSMALLCAP","-0.877","-0.152","0.979"
"1st Jun'26","NIFTY500","-0.967","-1.08","0.219"
"1st Jun'26","NIFTYTOTALMKT","-0.973","-0.967","0.270"
"1st Jun'26","NIFTY200","-0.991","-1.29","0.122"
"1st Jun'26","NIFTYCHEMICALS","-1.05","1.59","1.27"
"1st Jun'26","NIFTYMICROCAP250","-1.11","1.81","1.47"
"1st Jun'26","NIFTYLARGEMID250","-1.13","-0.375","0.453"
"1st Jun'26","NIFTYMIDSMALLCAP400","-1.17","1.05","1.00"
"1st Jun'26","NIFTYMIDCAP50","-1.21","2.35","1.19"
"1st Jun'26","CNXINFRA","-1.24","-1.93","0.339"
"1st Jun'26","NIFTYMIDCAP150","-1.36","1.21","1.000"
"1st Jun'26","NIFTYMIDSELECT","-1.45","3.17","1.49"
"1st Jun'26","CNXENERGY","-1.53","-1.27","1.21"
"1st Jun'26","NIFTYAUTO","-1.70","-0.099","0.207"
"1st Jun'26","CNXREALTY","-1.83","-3.19","0.133"
"1st Jun'26","NIFTYINDDEFENCE","-2.01","-0.545","1.28"
