"Date","Symbol","Weekly %","20days","Momentum"
"19th Aug'26 3:28:00","CNXIT",0.727,6.6,1.62
"19th Aug'26 3:28:00","NIFTYMIDSELECT",0.183,1.65,0.593
"19th Aug'26 3:28:00","NIFTYMIDCAP50",0.021,1.88,0.624
"19th Aug'26 3:28:00","NIFTYPSUBANK",-0.01,2.81,0.863
"19th Aug'26 3:28:00","NIFTYMETAL",-0.016,3.66,0.788
"19th Aug'26 3:28:00","BANKNIFTY",-0.04,0.198,0.06
"19th Aug'26 3:28:00","CNXREALTY",-0.05,-0.847,0.488
"19th Aug'26 3:28:00","NIFTYCONSUMPTION",-0.149,1.64,0.694
"19th Aug'26 3:28:00","CNXPHARMA",-0.182,2.18,0.826
"19th Aug'26 3:28:00","NIFTYMIDCAP150",-0.254,1.66,0.578
"19th Aug'26 3:28:00","NIFTYAUTO",-0.271,6.79,1.88
"19th Aug'26 3:28:00","NIFTYLARGEMID250",-0.307,1.18,0.43
"19th Aug'26 3:28:00","NIFTYHEALTHCARE",-0.309,0.378,0.333
"19th Aug'26 3:28:00","NIFTY",-0.317,0.342,0.157
"19th Aug'26 3:28:00","NIFTY200",-0.33,0.908,0.343
"19th Aug'26 3:28:00","NIFTY100",-0.361,0.689,0.279
"19th Aug'26 3:28:00","NIFTY500",-0.367,1.04,0.395
"19th Aug'26 3:28:00","NIFTYTOTALMKT",-0.377,1.2,0.432
"19th Aug'26 3:28:00","NIFTYMIDSMALLCAP400",-0.381,1.8,0.639
"19th Aug'26 3:28:00","NIFTYOILANDGAS",-0.483,-0.589,0.093
"19th Aug'26 3:28:00","NIFTYSMALLCAP50",-0.484,3.82,1.22
"19th Aug'26 3:28:00","CNXSMALLCAP",-0.513,3.02,1
"19th Aug'26 3:28:00","NIFTYMICROCAP250",-0.589,4.56,1.24
"19th Aug'26 3:28:00","NIFTYSMALLCAP250",-0.625,2.06,0.755
"19th Aug'26 3:28:00","CNXINFRA",-0.757,-0.687,0.015
"19th Aug'26 3:28:00","NIFTYMEDIA",-0.908,6.11,1.18
"19th Aug'26 3:28:00","NIFTYCHEMICALS",-1.03,-0.789,0.588
"19th Aug'26 3:28:00","NIFTYINDDEFENCE",-1.49,4.21,1.36
