Date,Symbol,Weekly %,20days,Momentum
"12th May'26","NIFTYMETAL","-0.348","4.25","2.00"
"12th May'26","NIFTYOILANDGAS","-0.404","0.891","0.536"
"12th May'26","NIFTYCOMMODITIES","-1.23","3.63","1.58"
"12th May'26","CNXENERGY","-1.25","6.37","2.34"
"12th May'26","NIFTYHEALTHCARE","-1.35","7.62","1.72"
"12th May'26","CNXPHARMA","-1.36","7.56","1.81"
"12th May'26","NIFTYFMCG","-1.47","4.69","1.28"
"12th May'26","CNXINFRA","-1.74","0.403","0.849"
"12th May'26","NIFTY100","-1.94","-2.04","0.257"
"12th May'26","NIFTY200","-2.06","-1.05","0.544"
"12th May'26","NIFTYCONSUMPTION","-2.07","-0.199","0.855"
"12th May'26","NIFTY500","-2.18","-0.210","0.784"
"12th May'26","NIFTYTOTALMKT","-2.21","0.060","0.871"
"12th May'26","NIFTYLARGEMID250","-2.24","0.537","0.983"
"12th May'26","NIFTYAUTO","-2.28","-1.87","0.909"
"12th May'26","NIFTYCHEMICALS","-2.43","6.00","2.15"
"12th May'26","NIFTYMIDCAP50","-2.43","3.67","1.76"
"12th May'26","NIFTYMIDSELECT","-2.52","4.22","2.06"
"12th May'26","NIFTYMIDCAP150","-2.53","3.09","1.66"
"12th May'26","NIFTYMIDSMALLCAP400","-2.69","4.13","1.96"
"12th May'26","NIFTYMEDIA","-2.77","2.28","1.46"
"12th May'26","NIFTYSMALLCAP50","-2.88","7.51","2.78"
"12th May'26","NIFTYSMALLCAP250","-3.00","6.24","2.54"
"12th May'26","NIFTYMICROCAP250","-3.07","6.92","2.91"
"12th May'26","CNXSMALLCAP","-3.17","6.53","2.69"
"12th May'26","NIFTYINDDEFENCE","-4.03","7.32","3.05"
"12th May'26","CNXREALTY","-4.11","0.850","1.95"
