"Date","Symbol","Weekly %","20days","Momentum"
"2nd Jul'26","CNXREALTY",1.45,14.31,2.28
"2nd Jul'26","NIFTYCHEMICALS",1.41,2.73,0.626
"2nd Jul'26","CNXSMALLCAP",1.25,6.3,1.41
"2nd Jul'26","NIFTYAUTO",1.21,3.89,0.604
"2nd Jul'26","NIFTYSMALLCAP50",1.13,6.53,1.52
"2nd Jul'26","NIFTYSMALLCAP250",1.02,6.07,1.51
"2nd Jul'26","NIFTYMICROCAP250",0.861,7.22,1.98
"2nd Jul'26","NIFTY",0.708,3.29,0.418
"2nd Jul'26","NIFTYTOTALMKT",0.671,3.77,0.71
"2nd Jul'26","NIFTYMIDSMALLCAP400",0.671,4.18,0.993
"2nd Jul'26","NIFTYMEDIA",0.669,6.92,1.29
"2nd Jul'26","NIFTY500",0.663,3.62,0.653
"2nd Jul'26","NIFTY100",0.659,3.37,0.498
"2nd Jul'26","NIFTYCONSUMPTION",0.644,5.68,0.838
"2nd Jul'26","NIFTY200",0.624,3.23,0.521
"2nd Jul'26","NIFTYLARGEMID250",0.573,3.29,0.611
"2nd Jul'26","NIFTYHEALTHCARE",0.56,5.76,1.24
"2nd Jul'26","NIFTYFMCG",0.558,4.07,0.008
"2nd Jul'26","NIFTYINDDEFENCE",0.513,6.43,1.53
"2nd Jul'26","NIFTYMIDCAP50",0.507,3.58,0.711
"2nd Jul'26","CNXPHARMA",0.501,5.07,1.23
"2nd Jul'26","NIFTYMIDCAP150",0.488,3.22,0.72
"2nd Jul'26","NIFTYMIDSELECT",0.256,3,0.64
"2nd Jul'26","NIFTYFINSERVICE",0.241,7.64,1.23
"2nd Jul'26","CNXINFRA",0.146,2.57,0.476
"2nd Jul'26","NIFTYPVTBANK",0.134,7.72,1.56
"2nd Jul'26","BANKNIFTY",-0.002,7.1,1.44
"2nd Jul'26","NIFTYPSUBANK",-0.434,4.32,0.798
