Date,Symbol,Weekly %,20days,Momentum
"23rd Jun'26","CNXPHARMA","0.917","1.28","0.686"
"23rd Jun'26","NIFTYHEALTHCARE","0.542","1.36","0.726"
"23rd Jun'26","NIFTYSMALLCAP50","-0.411","3.46","1.40"
"23rd Jun'26","CNXSMALLCAP","-0.482","3.31","1.29"
"23rd Jun'26","NIFTYSMALLCAP250","-0.572","4.54","1.50"
"23rd Jun'26","NIFTYMICROCAP250","-0.706","6.36","2.12"
"23rd Jun'26","NIFTYPVTBANK","-0.770","3.10","1.54"
"23rd Jun'26","NIFTYAUTO","-0.775","0.126","0.535"
"23rd Jun'26","NIFTYINDDEFENCE","-0.781","4.70","1.75"
"23rd Jun'26","NIFTYCHEMICALS","-0.809","0.154","0.891"
"23rd Jun'26","NIFTYMIDSMALLCAP400","-0.822","1.98","1.06"
"23rd Jun'26","NIFTYCONSUMPTION","-0.843","0.839","0.644"
"23rd Jun'26","NIFTYMIDCAP50","-0.902","-0.061","0.786"
"23rd Jun'26","CNXINFRA","-0.950","0.002","0.568"
"23rd Jun'26","NIFTYMIDCAP150","-0.951","0.702","0.836"
"23rd Jun'26","NIFTYFINSERVICE","-0.964","0.870","0.959"
"23rd Jun'26","NIFTYMIDSELECT","-1.02","-0.538","0.839"
"23rd Jun'26","NIFTYTOTALMKT","-1.06","0.600","0.701"
"23rd Jun'26","NIFTYLARGEMID250","-1.07","0.182","0.647"
"23rd Jun'26","NIFTY500","-1.08","0.355","0.638"
"23rd Jun'26","CNXREALTY","-1.12","2.54","1.30"
"23rd Jun'26","NIFTY","-1.16","-0.864","0.306"
"23rd Jun'26","NIFTY200","-1.17","-0.268","0.513"
"23rd Jun'26","NIFTY100","-1.20","-0.376","0.443"
"23rd Jun'26","CNXENERGY","-1.24","-0.764","0.345"
"23rd Jun'26","BANKNIFTY","-1.30","3.42","1.46"
"23rd Jun'26","NIFTYMEDIA","-1.47","9.86","1.79"
"23rd Jun'26","NIFTYPSUBANK","-1.97","4.28","1.27"
"23rd Jun'26","NIFTYHOUSING","NaN","NaN","1.19"
