Date,Symbol,Weekly %,20days,Momentum
"22nd Jun'26","NIFTYINDDEFENCE","1.47","6.91","1.57"
"22nd Jun'26","NIFTYMEDIA","1.42","11.81","1.78"
"22nd Jun'26","CNXPHARMA","1.24","0.769","0.526"
"22nd Jun'26","NIFTYHEALTHCARE","1.05","1.03","0.589"
"22nd Jun'26","NIFTYMICROCAP250","0.847","8.82","2.04"
"22nd Jun'26","NIFTYSMALLCAP250","0.767","6.40","1.41"
"22nd Jun'26","CNXSMALLCAP","0.599","5.24","1.21"
"22nd Jun'26","NIFTYFINSERVICE","0.584","4.13","0.933"
"22nd Jun'26","CNXENERGY","0.557","1.33","0.336"
"22nd Jun'26","NIFTYMIDSMALLCAP400","0.548","3.82","1.01"
"22nd Jun'26","NIFTYPSUBANK","0.544","9.46","1.31"
"22nd Jun'26","NIFTYTOTALMKT","0.523","2.94","0.692"
"22nd Jun'26","NIFTY500","0.508","2.70","0.632"
"22nd Jun'26","NIFTY100","0.490","2.19","0.457"
"22nd Jun'26","NIFTYLARGEMID250","0.462","2.36","0.639"
"22nd Jun'26","NIFTY200","0.460","2.19","0.524"
"22nd Jun'26","NIFTYAUTO","0.452","2.64","0.571"
"22nd Jun'26","NIFTYSMALLCAP50","0.446","5.55","1.33"
"22nd Jun'26","NIFTYMIDCAP150","0.436","2.53","0.808"
"22nd Jun'26","BANKNIFTY","0.433","7.18","1.48"
"22nd Jun'26","CNXINFRA","0.413","2.05","0.533"
"22nd Jun'26","CNXREALTY","0.400","5.26","1.28"
"22nd Jun'26","NIFTY","0.374","1.62","0.325"
"22nd Jun'26","NIFTYMIDCAP50","0.367","1.84","0.781"
"22nd Jun'26","NIFTYPVTBANK","0.308","6.07","1.56"
"22nd Jun'26","NIFTYCHEMICALS","0.222","2.53","0.907"
"22nd Jun'26","NIFTYMIDSELECT","0.079","1.73","0.862"
"22nd Jun'26","NIFTYCONSUMPTION","-0.118","2.63","0.628"
