Date,Symbol,Weekly %,20days,Momentum
"15th Jun'26","NIFTYAUTO","2.60","3.48","0.149"
"15th Jun'26","NIFTYMICROCAP250","1.76","5.69","1.18"
"15th Jun'26","NIFTYINDDEFENCE","1.49","1.44","0.352"
"15th Jun'26","NIFTYMIDCAP150","1.47","1.47","0.098"
"15th Jun'26","NIFTYMIDSMALLCAP400","1.40","2.12","0.282"
"15th Jun'26","NIFTYMIDCAP50","1.37","1.32","0.167"
"15th Jun'26","NIFTYMIDSELECT","1.27","1.82","0.274"
"15th Jun'26","NIFTYSMALLCAP250","1.25","3.41","0.642"
"15th Jun'26","CNXSMALLCAP","1.11","2.89","0.459"
"15th Jun'26","NIFTYSMALLCAP50","1.09","2.82","0.582"
"15th Jun'26","NIFTYCHEMICALS","0.917","1.20","0.511"
"15th Jun'26","BANKNIFTY","0.676","6.49","0.624"
"15th Jun'26","NIFTYPSUBANK","0.616","6.90","0.333"
"15th Jun'26","NIFTYPVTBANK","0.586","6.56","0.826"
"15th Jun'26","NIFTYMEDIA","-0.141","3.44","1.21"
"15th Jun'26","NIFTYHEALTHCARE","-0.406","-1.67","0.487"
"15th Jun'26","CNXPHARMA","-0.656","-1.68","0.527"
