"Date","Symbol","Weekly %","20days","Momentum"
"25th Aug'26 3:29:00","NIFTYHEALTHCARE",1.09,0.605,0.172
"25th Aug'26 3:29:00","CNXPHARMA",0.853,2.17,0.602
"25th Aug'26 3:29:00","NIFTYPSUBANK",0.748,3.86,0.507
"25th Aug'26 3:29:00","NIFTYCONSUMPTION",0.704,1.57,0.464
"25th Aug'26 3:29:00","NIFTYMIDSELECT",0.687,3.16,0.477
"25th Aug'26 3:29:00","CNXIT",0.572,1.16,1.02
"25th Aug'26 3:29:00","NIFTY200",0.517,2.03,0.242
"25th Aug'26 3:29:00","NIFTY100",0.511,1.81,0.164
"25th Aug'26 3:29:00","NIFTYLARGEMID250",0.48,2.21,0.336
"25th Aug'26 3:29:00","NIFTY",0.477,1.46,0.065
"25th Aug'26 3:29:00","NIFTYMIDCAP150",0.449,2.61,0.506
"25th Aug'26 3:29:00","NIFTYMIDCAP50",0.439,2.44,0.604
"25th Aug'26 3:29:00","NIFTY500",0.425,2.15,0.293
"25th Aug'26 3:29:00","NIFTYMEDIA",0.418,3.3,1.3
"25th Aug'26 3:29:00","NIFTYAUTO",0.397,4.93,1.43
"25th Aug'26 3:29:00","NIFTYTOTALMKT",0.386,2.29,0.333
"25th Aug'26 3:29:00","NIFTYINDDEFENCE",0.244,5.95,1.15
"25th Aug'26 3:29:00","NIFTYMIDSMALLCAP400",0.242,2.88,0.566
"25th Aug'26 3:29:00","NIFTYOILANDGAS",0.16,1.33,0.009
"25th Aug'26 3:29:00","CNXREALTY",0.076,-0.396,0.775
"25th Aug'26 3:29:00","NIFTYCHEMICALS",0.01,-0.019,0.084
"25th Aug'26 3:29:00","NIFTYSMALLCAP50",-0.02,4.71,1.11
"25th Aug'26 3:29:00","BANKNIFTY",-0.02,1.34,0.068
"25th Aug'26 3:29:00","NIFTYMETAL",-0.068,7.84,1.01
"25th Aug'26 3:29:00","CNXSMALLCAP",-0.101,4.33,0.947
"25th Aug'26 3:29:00","NIFTYSMALLCAP250",-0.154,3.41,0.682
"25th Aug'26 3:29:00","NIFTYMICROCAP250",-0.434,5.41,1.19
