"Date","Symbol","Weekly %","20days","Momentum"
"30th Jun'26","NIFTYCHEMICALS",1.42,2.36,0.648
"30th Jun'26","NIFTYINDDEFENCE",1.37,6.67,1.49
"30th Jun'26","CNXREALTY",1.31,7.99,1.68
"30th Jun'26","NIFTYSMALLCAP50",1.06,5.07,1.43
"30th Jun'26","NIFTYMICROCAP250",1.03,7.54,1.99
"30th Jun'26","CNXSMALLCAP",1.02,4.91,1.3
"30th Jun'26","NIFTYSMALLCAP250",0.572,5.12,1.46
"30th Jun'26","NIFTYMIDSMALLCAP400",0.47,3.24,0.972
"30th Jun'26","NIFTYMIDCAP50",0.422,1.83,0.648
"30th Jun'26","NIFTYMIDCAP150",0.417,2.29,0.716
"30th Jun'26","NIFTYMIDSELECT",0.41,1.13,0.61
"30th Jun'26","CNXPHARMA",0.39,4.59,1.13
"30th Jun'26","NIFTYAUTO",0.235,2.27,0.446
"30th Jun'26","NIFTYCONSUMPTION",0.204,3.89,0.636
"30th Jun'26","NIFTYHEALTHCARE",0.164,5.72,1.16
"30th Jun'26","NIFTYLARGEMID250",0.085,2.2,0.583
"30th Jun'26","CNXINFRA",0.076,1.68,0.48
"30th Jun'26","CNXENERGY",0.057,-1.27,0.032
"30th Jun'26","NIFTYTOTALMKT",0.026,2.69,0.667
"30th Jun'26","NIFTY500",-0.019,2.49,0.608
"30th Jun'26","NIFTY200",-0.121,2.03,0.475
"30th Jun'26","NIFTYFINSERVICE",-0.165,6.18,1.16
"30th Jun'26","NIFTY100",-0.245,2.14,0.442
"30th Jun'26","BANKNIFTY",-0.32,7.27,1.48
"30th Jun'26","NIFTY",-0.336,2.07,0.347
"30th Jun'26","NIFTYPVTBANK",-0.431,7.14,1.6
"30th Jun'26","NIFTYPSUBANK",-0.716,6.09,0.951
"30th Jun'26","NIFTYMEDIA",-0.768,3.56,1.34
