"Date","Symbol","Weekly %","20days","Momentum"
"21st Aug'26 3:29:00","NIFTYSMALLCAP50",0.86,6.67,1.17
"21st Aug'26 3:29:00","NIFTYMETAL",0.86,6.22,0.785
"21st Aug'26 3:29:00","CNXSMALLCAP",0.687,5.84,0.986
"21st Aug'26 3:29:00","BANKNIFTY",0.463,1.88,0.086
"21st Aug'26 3:29:00","NIFTYSMALLCAP250",0.414,4.62,0.734
"21st Aug'26 3:29:00","CNXREALTY",0.402,3.38,0.609
"21st Aug'26 3:29:00","NIFTYINDDEFENCE",0.318,5.11,1.32
"21st Aug'26 3:29:00","NIFTYMICROCAP250",0.25,5.65,1.22
"21st Aug'26 3:29:00","NIFTYMIDSMALLCAP400",0.195,3.67,0.591
"21st Aug'26 3:29:00","NIFTYMIDCAP50",0.107,3.45,0.596
"21st Aug'26 3:29:00","NIFTY",0.083,2.04,0.087
"21st Aug'26 3:29:00","NIFTYTOTALMKT",0.082,2.82,0.363
"21st Aug'26 3:29:00","NIFTYMIDCAP150",0.081,3.18,0.516
"21st Aug'26 3:29:00","NIFTY500",0.074,2.69,0.322
"21st Aug'26 3:29:00","NIFTYLARGEMID250",0.049,2.71,0.357
"21st Aug'26 3:29:00","NIFTYOILANDGAS",0.041,0.955,0.021
"21st Aug'26 3:29:00","NIFTYPSUBANK",0.039,3.29,0.703
"21st Aug'26 3:29:00","NIFTY200",0.034,2.48,0.266
"21st Aug'26 3:29:00","NIFTY100",0.017,2.24,0.196
"21st Aug'26 3:29:00","NIFTYMIDSELECT",-0.011,3.04,0.489
"21st Aug'26 3:29:00","CNXPHARMA",-0.213,3.18,0.679
"21st Aug'26 3:29:00","NIFTYHEALTHCARE",-0.251,1.16,0.198
"21st Aug'26 3:29:00","NIFTYCONSUMPTION",-0.404,2.72,0.554
"21st Aug'26 3:29:00","CNXIT",-0.459,6.13,1.25
"21st Aug'26 3:29:00","NIFTYMEDIA",-0.537,5.58,1.33
"21st Aug'26 3:29:00","NIFTYCHEMICALS",-0.601,0.089,0.318
"21st Aug'26 3:29:00","NIFTYAUTO",-0.605,7.01,1.66
