Date,Symbol,Weekly %,20days,Momentum
"5th Jun'26","NIFTYMEDIA","3.48","2.05","0.690"
"5th Jun'26","NIFTYHEALTHCARE","0.563","0.119","0.595"
"5th Jun'26","CNXPHARMA","0.290","0.466","0.893"
"5th Jun'26","NIFTYCHEMICALS","0.246","-1.52","0.815"
"5th Jun'26","NIFTYAUTO","0.083","-4.29","0.069"
"5th Jun'26","NIFTYINDDEFENCE","0.061","-3.69","0.818"
"5th Jun'26","NIFTYSMALLCAP250","0.011","-2.04","0.907"
"5th Jun'26","NIFTYMICROCAP250","-0.006","-0.544","1.44"
"5th Jun'26","NIFTYSMALLCAP50","-0.053","-2.83","0.875"
"5th Jun'26","CNXSMALLCAP","-0.059","-3.13","0.732"
"5th Jun'26","NIFTYTOTALMKT","-0.138","-3.12","0.020"
"5th Jun'26","NIFTYMIDSMALLCAP400","-0.187","-2.29","0.647"
"5th Jun'26","NIFTYLARGEMID250","-0.209","-3.02","0.095"
"5th Jun'26","CNXENERGY","-0.246","-1.93","0.802"
"5th Jun'26","NIFTYMIDCAP150","-0.287","-2.43","0.514"
"5th Jun'26","NIFTYMIDCAP50","-0.381","-2.38","0.585"
"5th Jun'26","NIFTYMIDSELECT","-0.555","-3.05","0.744"
"5th Jun'26","NIFTYCOMMODITIES","-0.772","-3.16","0.331"
"5th Jun'26","NIFTYMETAL","-1.60","0.427","1.39"
