"Date","Symbol","Weekly %","20days","Momentum"
"7th Sep'26 3:29:00","CNXPHARMA",0.746,0.74,0.575
"7th Sep'26 3:29:00","NIFTYHEALTHCARE",0.684,-0.785,0.171
"7th Sep'26 3:29:00","NIFTYINDDEFENCE",0.471,1.23,0.458
"7th Sep'26 3:29:00","NIFTYMICROCAP250",0.417,2.05,0.86
"7th Sep'26 3:29:00","NIFTYSMALLCAP50",0.071,1.02,0.78
"7th Sep'26 3:29:00","CNXSMALLCAP",0.024,1.44,0.758
"7th Sep'26 3:29:00","NIFTYSMALLCAP250",0.015,0.755,0.516
"7th Sep'26 3:29:00","NIFTYPVTBANK",-0.283,0.768,0.213
"7th Sep'26 3:29:00","NIFTYMIDSMALLCAP400",-0.294,-0.889,0.178
"7th Sep'26 3:29:00","NIFTYMIDCAP50",-0.42,-1.35,0.109
"7th Sep'26 3:29:00","NIFTYMETAL",-1.24,-0.558,0.681
"7th Sep'26 3:29:00","CNXREALTY",-1.7,-0.607,0.27
"7th Sep'26 3:29:00","CNXIT",-2.28,-5.17,0.442
