Date,Symbol,Weekly %,20days,Momentum
"10th Jun'26","NIFTYPVTBANK","0.718","3.28","0.053"
"10th Jun'26","NIFTYCHEMICALS","0.134","1.36","0.518"
"10th Jun'26","NIFTYHEALTHCARE","-0.380","1.13","0.509"
"10th Jun'26","CNXPHARMA","-0.533","1.34","0.634"
"10th Jun'26","NIFTYSMALLCAP250","-1.15","0.282","0.610"
"10th Jun'26","NIFTYMIDSMALLCAP400","-1.27","-0.018","0.272"
"10th Jun'26","NIFTYMIDCAP150","-1.33","-0.171","0.100"
"10th Jun'26","CNXSMALLCAP","-1.33","-0.649","0.388"
"10th Jun'26","NIFTYMIDSELECT","-1.34","0.137","0.292"
"10th Jun'26","NIFTYMIDCAP50","-1.41","-0.295","0.189"
"10th Jun'26","NIFTYSMALLCAP50","-1.42","-0.448","0.516"
"10th Jun'26","NIFTYMICROCAP250","-1.44","2.55","1.17"
"10th Jun'26","NIFTYINDDEFENCE","-1.54","0.932","0.582"
"10th Jun'26","NIFTYMETAL","-1.70","-0.892","0.394"
"10th Jun'26","CNXENERGY","-2.02","-1.50","0.180"
"10th Jun'26","NIFTYMEDIA","-2.36","3.12","0.947"
