Date,Symbol,Weekly %,20days,Momentum
"9th Jun'26","NIFTYMICROCAP250","1.86","0.847","1.28"
"9th Jun'26","NIFTYINDDEFENCE","1.71","-1.63","0.690"
"9th Jun'26","CNXSMALLCAP","1.69","-2.49","0.515"
"9th Jun'26","NIFTYSMALLCAP50","1.59","-1.92","0.654"
"9th Jun'26","NIFTYCHEMICALS","1.49","-1.23","0.556"
"9th Jun'26","NIFTYSMALLCAP250","1.36","-1.60","0.724"
"9th Jun'26","NIFTYMIDSMALLCAP400","1.34","-1.45","0.412"
"9th Jun'26","NIFTYMIDSELECT","1.33","-1.06","0.455"
"9th Jun'26","NIFTYMIDCAP150","1.32","-1.38","0.253"
"9th Jun'26","NIFTYMIDCAP50","1.23","-1.33","0.344"
"9th Jun'26","CNXPHARMA","0.591","0.496","0.723"
"9th Jun'26","NIFTYMETAL","0.569","0.470","0.748"
"9th Jun'26","NIFTYHEALTHCARE","0.552","0.144","0.544"
"9th Jun'26","CNXENERGY","0.170","-0.725","0.461"
"9th Jun'26","NIFTYMEDIA","-0.149","2.68","1.02"
