"Date","Symbol","Weekly %","20days","Momentum"
"27th Aug'26 3:29:00","CNXPHARMA",0.835,1.91,0.679
"27th Aug'26 3:29:00","NIFTYHEALTHCARE",0.73,0.048,0.265
"27th Aug'26 3:29:00","NIFTYINDDEFENCE",0.589,6.68,1.03
"27th Aug'26 3:29:00","NIFTYSMALLCAP50",0.088,4.46,1.11
"27th Aug'26 3:29:00","NIFTYCHEMICALS",0.017,1.38,0.106
"27th Aug'26 3:29:00","NIFTYMIDSELECT",0.005,1.85,0.448
"27th Aug'26 3:29:00","CNXREALTY",-0.06,1.12,0.737
"27th Aug'26 3:29:00","NIFTYMIDCAP150",-0.102,2.07,0.503
"27th Aug'26 3:29:00","NIFTYMIDCAP50",-0.103,1.85,0.583
"27th Aug'26 3:29:00","NIFTYMIDSMALLCAP400",-0.11,2.49,0.565
"27th Aug'26 3:29:00","NIFTYSMALLCAP250",-0.125,3.29,0.681
"27th Aug'26 3:29:00","CNXSMALLCAP",-0.133,4.08,0.973
"27th Aug'26 3:29:00","NIFTYMICROCAP250",-0.242,5.91,1.15
"27th Aug'26 3:29:00","NIFTYLARGEMID250",-0.265,0.863,0.292
"27th Aug'26 3:29:00","CNXIT",-0.322,-3.12,0.654
"27th Aug'26 3:29:00","NIFTYTOTALMKT",-0.324,0.781,0.275
"27th Aug'26 3:29:00","NIFTY500",-0.328,0.55,0.234
"27th Aug'26 3:29:00","NIFTY200",-0.364,0.17,0.173
"27th Aug'26 3:29:00","NIFTYCONSUMPTION",-0.393,-1.35,0.261
"27th Aug'26 3:29:00","NIFTYAUTO",-0.402,2.14,1.14
"27th Aug'26 3:29:00","NIFTY100",-0.431,-0.344,0.076
"27th Aug'26 3:29:00","BANKNIFTY",-0.474,0.634,0.082
"27th Aug'26 3:29:00","NIFTYMETAL",-0.86,5.7,1.22
"27th Aug'26 3:29:00","NIFTYMEDIA",-0.888,0.71,1.2
"27th Aug'26 3:29:00","NIFTYPSUBANK",-0.942,3.12,0.445
