"Date","Symbol","Weekly %","20days","Momentum"
"11th Aug'26 3:29:00","CNXPHARMA",1.02,3.26,1.31
"11th Aug'26 3:29:00","CNXIT",0.606,10.79,2.82
"11th Aug'26 3:29:00","NIFTYHEALTHCARE",0.325,1.6,0.96
"11th Aug'26 3:29:00","CNXSMALLCAP",0.218,3.28,1.24
"11th Aug'26 3:29:00","NIFTYMIDSELECT",0.2,1.89,0.684
"11th Aug'26 3:29:00","NIFTYSMALLCAP250",0.198,2.26,0.93
"11th Aug'26 3:29:00","NIFTYSMALLCAP50",0.176,4.29,1.51
"11th Aug'26 3:29:00","NIFTYOILANDGAS",0.077,1.59,0.256
"11th Aug'26 3:29:00","NIFTYMIDCAP50",0.073,1.8,0.748
"11th Aug'26 3:29:00","NIFTYMIDSMALLCAP400",0.037,1.94,0.779
"11th Aug'26 3:29:00","NIFTYPSUBANK",0.005,4,0.754
"11th Aug'26 3:29:00","NIFTYMIDCAP150",-0.047,1.76,0.699
"11th Aug'26 3:29:00","NIFTYMICROCAP250",-0.172,2.83,1.16
"11th Aug'26 3:29:00","NIFTYLARGEMID250",-0.223,1.95,0.707
"11th Aug'26 3:29:00","NIFTYTOTALMKT",-0.257,2.11,0.753
"11th Aug'26 3:29:00","NIFTY500",-0.261,2.08,0.735
"11th Aug'26 3:29:00","NIFTY200",-0.323,2.05,0.709
"11th Aug'26 3:29:00","NIFTY100",-0.4,2.14,0.714
"11th Aug'26 3:29:00","BANKNIFTY",-0.417,-0.028,0.243
"11th Aug'26 3:29:00","NIFTYFINSERVICE",-0.425,-0.393,0.231
"11th Aug'26 3:29:00","NIFTYMEDIA",-0.43,2.79,1.1
"11th Aug'26 3:29:00","NIFTYINDDEFENCE",-0.439,2.87,0.704
"11th Aug'26 3:29:00","NIFTY",-0.456,1.74,0.632
"11th Aug'26 3:29:00","NIFTYAUTO",-0.545,10.97,2.44
"11th Aug'26 3:29:00","NIFTYCHEMICALS",-0.577,2.93,0.698
"11th Aug'26 3:29:00","NIFTYCONSUMPTION",-0.626,4.66,1.28
"11th Aug'26 3:29:00","NIFTYCOMMODITIES",-0.841,0.665,0.178
"11th Aug'26 3:29:00","CNXINFRA",-0.859,0.361,0.227
"11th Aug'26 3:29:00","NIFTYMETAL",-0.952,3.34,1.01
"11th Aug'26 3:29:00","CNXREALTY",-0.986,-3.22,0.726
"11th Aug'26 3:29:00","NIFTYFMCG",-1.17,0.542,0.015
