"Date","Symbol","Weekly %","20days","Momentum"
"24th Jul'26","NIFTYMEDIA",1.86,1.17,0.708
"24th Jul'26","CNXIT",0.822,5.26,0.736
"24th Jul'26","NIFTYMICROCAP250",0.42,-0.115,0.622
"24th Jul'26","BANKNIFTY",0.179,-2.55,0.231
"24th Jul'26","NIFTYMIDCAP50",0.107,0.691,0.487
"24th Jul'26","NIFTYMIDSELECT",0.053,0.01,0.349
"24th Jul'26","NIFTYPVTBANK",-0.014,-3.69,0.064
"24th Jul'26","NIFTYMIDCAP150",-0.088,-0.289,0.309
"24th Jul'26","NIFTYCHEMICALS",-0.098,1.53,0.834
"24th Jul'26","NIFTYMIDSMALLCAP400",-0.155,-0.388,0.41
"24th Jul'26","NIFTYLARGEMID250",-0.228,-0.685,0.222
"24th Jul'26","NIFTYSMALLCAP50",-0.232,0.718,0.915
"24th Jul'26","NIFTYTOTALMKT",-0.269,-0.835,0.239
"24th Jul'26","NIFTYSMALLCAP250",-0.284,-0.585,0.603
"24th Jul'26","NIFTY500",-0.301,-0.867,0.222
"24th Jul'26","NIFTY200",-0.315,-0.928,0.161
"24th Jul'26","NIFTYFINSERVICE",-0.316,-3.21,0.003
"24th Jul'26","CNXSMALLCAP",-0.324,0.45,0.778
"24th Jul'26","NIFTYINDDEFENCE",-0.339,-0.442,0.221
"24th Jul'26","NIFTYHEALTHCARE",-0.364,1.71,0.961
"24th Jul'26","NIFTY100",-0.368,-1.09,0.135
"24th Jul'26","CNXPHARMA",-0.411,2.32,1.08
"24th Jul'26","NIFTY",-0.428,-1.2,0.09
"24th Jul'26","NIFTYOILANDGAS",-0.463,-0.595,0.037
"24th Jul'26","CNXREALTY",-0.553,6.72,2.48
"24th Jul'26","NIFTYCONSUMPTION",-0.743,0.925,0.612
"24th Jul'26","NIFTYAUTO",-1.1,0.89,0.727
