Date,Symbol,Weekly %,20days,Momentum
"8th May'26","NIFTYHEALTHCARE","0.800","10.20","1.67"
"8th May'26","CNXPHARMA","0.650","10.46","1.78"
"8th May'26","NIFTYINDDEFENCE","0.430","17.50","3.36"
"8th May'26","CNXSMALLCAP","0.318","13.41","2.95"
"8th May'26","NIFTYMIDCAP50","0.312","9.02","1.90"
"8th May'26","NIFTYSMALLCAP250","0.291","12.76","2.77"
"8th May'26","NIFTYMIDSMALLCAP400","0.170","10.37","2.21"
"8th May'26","NIFTYMIDSELECT","0.167","10.26","2.26"
"8th May'26","NIFTYCHEMICALS","0.162","11.04","2.26"
"8th May'26","NIFTYSMALLCAP50","0.129","13.63","3.00"
"8th May'26","NIFTYMIDCAP150","0.109","9.18","1.93"
"8th May'26","NIFTYMEDIA","0.105","9.19","2.04"
"8th May'26","NIFTYMICROCAP250","0.096","14.39","3.22"
"8th May'26","NIFTYCONSUMPTION","0.003","4.74","1.20"
"8th May'26","NIFTYFMCG","-0.024","7.03","1.49"
"8th May'26","NIFTYAUTO","-0.029","5.11","1.07"
"8th May'26","NIFTYLARGEMID250","-0.105","5.74","1.32"
"8th May'26","CNXINFRA","-0.161","4.75","1.28"
"8th May'26","NIFTYTOTALMKT","-0.165","5.04","1.24"
"8th May'26","NIFTY500","-0.176","4.68","1.16"
"8th May'26","NIFTY200","-0.249","3.60","0.933"
"8th May'26","NIFTY100","-0.332","2.31","0.678"
"8th May'26","NIFTY","-0.404","0.963","0.393"
"8th May'26","CNXREALTY","-0.417","10.50","2.59"
"8th May'26","NIFTYCOMMODITIES","-0.466","7.67","1.98"
"8th May'26","NIFTYMETAL","-0.482","8.47","2.37"
"8th May'26","CNXENERGY","-0.539","12.20","2.91"
"8th May'26","NIFTYOILANDGAS","-0.665","4.45","1.03"
"8th May'26","BANKNIFTY","-0.722","-0.110","0.054"
"8th May'26","NIFTYFINSERVICE","-0.844","0.665","0.314"
"8th May'26","NIFTYPVTBANK","-0.986","-0.786","0.061"
"8th May'26","NIFTYHOUSING","NaN","NaN","1.27"
