"Date","Symbol","Weekly %","20days","Momentum"
"3rd Sep'26 3:29:00","CNXREALTY",2.58,3.3,0.405
"3rd Sep'26 3:29:00","NIFTYMEDIA",1.74,0.37,0.22
"3rd Sep'26 3:29:00","NIFTYSMALLCAP50",1.24,0.431,0.77
"3rd Sep'26 3:29:00","CNXSMALLCAP",1.2,0.868,0.74
"3rd Sep'26 3:29:00","NIFTYSMALLCAP250",1.03,0.47,0.5
"3rd Sep'26 3:29:00","NIFTYMIDSELECT",0.657,-0.355,0.115
"3rd Sep'26 3:29:00","NIFTYMIDSMALLCAP400",0.655,-0.093,0.286
"3rd Sep'26 3:29:00","NIFTYMICROCAP250",0.607,0.923,0.856
"3rd Sep'26 3:29:00","NIFTYINDDEFENCE",0.515,0.05,0.494
"3rd Sep'26 3:29:00","NIFTYPVTBANK",0.511,0.245,0.176
"3rd Sep'26 3:29:00","NIFTYPSUBANK",0.48,-2.02,0.093
"3rd Sep'26 3:29:00","NIFTYMIDCAP150",0.458,-0.386,0.173
"3rd Sep'26 3:29:00","BANKNIFTY",0.365,-1.18,0
"3rd Sep'26 3:29:00","NIFTYMIDCAP50",0.276,0.248,0.305
"3rd Sep'26 3:29:00","NIFTYMETAL",0.142,0.392,0.8
"3rd Sep'26 3:29:00","CNXPHARMA",-0.456,0.353,0.742
"3rd Sep'26 3:29:00","NIFTYHEALTHCARE",-0.462,-0.865,0.358
"3rd Sep'26 3:29:00","NIFTYAUTO",-0.517,-4.38,0.051
"3rd Sep'26 3:29:00","CNXIT",-0.849,-0.86,0.834
