Date,Symbol,Weekly %,20days,Momentum
"12th Jun'26","NIFTYMICROCAP250","3.02","3.49","1.01"
"12th Jun'26","BANKNIFTY","2.97","4.96","0.336"
"12th Jun'26","NIFTYPVTBANK","2.84","5.71","0.530"
"12th Jun'26","CNXSMALLCAP","2.80","1.14","0.309"
"12th Jun'26","NIFTYMIDSELECT","2.73","-0.140","0.136"
"12th Jun'26","NIFTYPSUBANK","2.71","4.33","0.072"
"12th Jun'26","NIFTYSMALLCAP250","2.62","1.73","0.502"
"12th Jun'26","NIFTYSMALLCAP50","2.62","1.17","0.441"
"12th Jun'26","NIFTYMIDSMALLCAP400","2.49","0.282","0.137"
"12th Jun'26","NIFTYMIDCAP50","2.37","-0.528","0.032"
"12th Jun'26","NIFTYINDDEFENCE","2.20","-1.90","0.273"
"12th Jun'26","NIFTYCHEMICALS","1.90","0.405","0.418"
"12th Jun'26","NIFTYMEDIA","1.51","5.63","1.11"
"12th Jun'26","NIFTYHEALTHCARE","0.330","-1.02","0.512"
"12th Jun'26","CNXPHARMA","0.301","-0.697","0.589"
