"Date","Symbol","Weekly %","20days","Momentum"
"17th Jul'26","NIFTYPVTBANK",2.12,1.7,0.854
"17th Jul'26","CNXIT",1.75,2.67,0.487
"17th Jul'26","BANKNIFTY",1.63,0.962,0.802
"17th Jul'26","CNXREALTY",1.39,12.01,3.61
"17th Jul'26","NIFTYFINSERVICE",1.31,1.21,0.738
"17th Jul'26","NIFTYAUTO",1.24,1.32,0.439
"17th Jul'26","NIFTY",1.09,0.688,0.407
"17th Jul'26","NIFTYOILANDGAS",0.988,-0.044,0.015
"17th Jul'26","NIFTY100",0.87,0.372,0.406
"17th Jul'26","NIFTYINDDEFENCE",0.636,-1.87,0.319
"17th Jul'26","NIFTY200",0.612,0.314,0.448
"17th Jul'26","CNXINFRA",0.493,-1.29,0.02
"17th Jul'26","NIFTY500",0.446,0.559,0.548
"17th Jul'26","NIFTYCONSUMPTION",0.385,0.767,0.618
"17th Jul'26","NIFTYTOTALMKT",0.38,0.561,0.577
"17th Jul'26","NIFTYLARGEMID250",0.233,0.35,0.53
"17th Jul'26","NIFTYMEDIA",0.003,0.495,0.743
"17th Jul'26","NIFTYCHEMICALS",-0.157,1.53,0.65
"17th Jul'26","CNXSMALLCAP",-0.207,3.16,1.37
"17th Jul'26","NIFTYSMALLCAP50",-0.221,3.66,1.52
"17th Jul'26","NIFTYMIDCAP50",-0.302,1.21,0.854
"17th Jul'26","NIFTYMIDCAP150",-0.4,0.326,0.654
"17th Jul'26","NIFTYMIDSMALLCAP400",-0.462,0.97,0.858
"17th Jul'26","NIFTYMIDSELECT",-0.526,0.82,0.805
"17th Jul'26","NIFTYSMALLCAP250",-0.583,2.22,1.25
"17th Jul'26","NIFTYMICROCAP250",-1.07,0.614,1.23
"17th Jul'26","NIFTYHEALTHCARE",-1.28,4.69,1.32
"17th Jul'26","CNXPHARMA",-1.4,5.61,1.46
