Date,Symbol,Weekly %,20days,Momentum
"21st May'26","NIFTYINDDEFENCE","1.43","1.95","1.67"
"21st May'26","NIFTYMICROCAP250","1.10","1.44","1.45"
"21st May'26","CNXREALTY","1.05","-3.52","0.026"
"21st May'26","NIFTYSMALLCAP250","0.709","0.676","1.13"
"21st May'26","CNXSMALLCAP","0.628","0.800","1.18"
"21st May'26","NIFTYSMALLCAP50","0.529","1.92","1.43"
"21st May'26","NIFTYCHEMICALS","0.456","4.12","1.54"
"21st May'26","NIFTYHEALTHCARE","0.396","9.86","2.15"
"21st May'26","CNXENERGY","0.306","0.955","1.17"
"21st May'26","NIFTYMIDSMALLCAP400","0.300","1.09","1.12"
"21st May'26","CNXINFRA","0.276","0.226","0.425"
"21st May'26","NIFTYCOMMODITIES","0.261","0.108","0.818"
"21st May'26","NIFTYMETAL","0.205","2.49","1.76"
"21st May'26","CNXPHARMA","0.192","10.85","2.30"
"21st May'26","NIFTYTOTALMKT","0.149","-1.57","0.233"
"21st May'26","NIFTY500","0.109","-1.69","0.182"
"21st May'26","NIFTYMIDCAP150","0.097","1.30","1.11"
"21st May'26","NIFTYLARGEMID250","0.061","-0.766","0.459"
"21st May'26","NIFTY200","0.012","-1.99","0.051"
"21st May'26","NIFTYCONSUMPTION","0","-2.12","0.232"
"21st May'26","NIFTYMIDSELECT","-0.123","2.96","1.57"
"21st May'26","NIFTYMIDCAP50","-0.261","2.33","1.37"
"21st May'26","NIFTYMEDIA","-0.354","-3.99","0.159"
"21st May'26","NIFTYFMCG","-0.509","-1.83","0.620"
