"Date","Symbol","Weekly %","20days","Momentum"
"31st Jul'26","NIFTYMEDIA",2.09,7.03,1.63
"31st Jul'26","NIFTYAUTO",1.64,6.51,1.44
"31st Jul'26","NIFTYMICROCAP250",1.09,-0.548,0.38
"31st Jul'26","NIFTYMIDSELECT",0.734,1.64,0.331
"31st Jul'26","CNXPHARMA",0.716,3.07,1.28
"31st Jul'26","NIFTYSMALLCAP50",0.535,1.84,0.873
"31st Jul'26","NIFTYTOTALMKT",0.486,0.63,0.336
"31st Jul'26","NIFTYMIDCAP150",0.466,1.11,0.36
"31st Jul'26","NIFTYLARGEMID250",0.464,0.92,0.337
"31st Jul'26","NIFTY100",0.464,0.729,0.315
"31st Jul'26","NIFTY500",0.459,0.685,0.334
"31st Jul'26","NIFTY200",0.458,0.817,0.319
"31st Jul'26","NIFTYMIDSMALLCAP400",0.449,0.584,0.377
"31st Jul'26","CNXSMALLCAP",0.443,0.858,0.681
"31st Jul'26","NIFTYMIDCAP50",0.428,1.81,0.568
"31st Jul'26","NIFTYSMALLCAP250",0.416,-0.424,0.409
"31st Jul'26","NIFTYCHEMICALS",0.357,0.218,0.558
"31st Jul'26","NIFTYHEALTHCARE",0.334,1.91,1.12
"31st Jul'26","NIFTY",0.273,0.465,0.272
"31st Jul'26","CNXREALTY",0.217,1.2,1.85
"31st Jul'26","BANKNIFTY",0.205,-1.16,0.037
"31st Jul'26","NIFTYCONSUMPTION",-0.019,2.43,1.03
"31st Jul'26","NIFTYFMCG",-1.05,-1.95,0.007
"31st Jul'26","CNXIT",-1.56,11.92,2.23
