"Date","Symbol","Weekly %","20days","Momentum"
"1st Jul'26","CNXREALTY",3.58,11.11,1.96
"1st Jul'26","NIFTYMEDIA",2.07,5.58,1.28
"1st Jul'26","NIFTYCONSUMPTION",1.54,4.71,0.724
"1st Jul'26","NIFTYAUTO",1.15,2.7,0.485
"1st Jul'26","NIFTYPSUBANK",0.989,6.55,0.884
"1st Jul'26","NIFTYFINSERVICE",0.916,7.79,1.2
"1st Jul'26","NIFTYPVTBANK",0.89,8.33,1.58
"1st Jul'26","BANKNIFTY",0.852,8.04,1.46
"1st Jul'26","NIFTYMIDSELECT",0.761,2.08,0.618
"1st Jul'26","NIFTYMIDCAP50",0.689,2.48,0.665
"1st Jul'26","NIFTY100",0.6,2.34,0.447
"1st Jul'26","NIFTY",0.587,2.22,0.358
"1st Jul'26","NIFTY200",0.548,2.22,0.477
"1st Jul'26","CNXINFRA",0.531,2.33,0.474
"1st Jul'26","NIFTY500",0.504,2.62,0.609
"1st Jul'26","NIFTYTOTALMKT",0.49,2.79,0.667
"1st Jul'26","NIFTYSMALLCAP250",0.459,5.04,1.46
"1st Jul'26","NIFTYLARGEMID250",0.408,2.33,0.578
"1st Jul'26","NIFTYINDDEFENCE",0.379,6.28,1.5
"1st Jul'26","CNXSMALLCAP",0.36,4.87,1.32
"1st Jul'26","NIFTYMIDSMALLCAP400",0.299,3.24,0.963
"1st Jul'26","NIFTYSMALLCAP50",0.232,5.17,1.45
"1st Jul'26","NIFTYMIDCAP150",0.216,2.32,0.702
"1st Jul'26","NIFTYMICROCAP250",0.164,6.56,1.96
"1st Jul'26","NIFTYHEALTHCARE",-0.488,5.75,1.19
"1st Jul'26","NIFTYCHEMICALS",-0.544,1.39,0.583
"1st Jul'26","CNXPHARMA",-0.567,4.9,1.18
