"Date","Symbol","Weekly %","20days","Momentum"
"29th Jul'26","CNXIT",2.32,20.77,1.7
"29th Jul'26","CNXSMALLCAP",1.48,2.28,0.674
"29th Jul'26","NIFTYSMALLCAP50",1.46,3.07,0.835
"29th Jul'26","CNXPHARMA",1.44,4.73,1.14
"29th Jul'26","NIFTYMEDIA",1.43,4.76,1.22
"29th Jul'26","NIFTYSMALLCAP250",1.33,0.992,0.457
"29th Jul'26","NIFTYHEALTHCARE",1.2,3.96,1.01
"29th Jul'26","NIFTY",1.1,1.02,0.118
"29th Jul'26","NIFTY100",1.04,0.965,0.163
"29th Jul'26","NIFTY500",1.03,1.04,0.228
"29th Jul'26","NIFTYMIDSMALLCAP400",1.01,1.21,0.368
"29th Jul'26","NIFTYTOTALMKT",1,0.973,0.237
"29th Jul'26","NIFTY200",0.995,1.05,0.187
"29th Jul'26","NIFTYCHEMICALS",0.985,3.02,0.726
"29th Jul'26","NIFTYMIDSELECT",0.977,1.01,0.253
"29th Jul'26","NIFTYCONSUMPTION",0.961,2.81,0.831
"29th Jul'26","NIFTYLARGEMID250",0.938,1.14,0.242
"29th Jul'26","NIFTYMIDCAP150",0.838,1.32,0.32
"29th Jul'26","BANKNIFTY",0.793,-1.43,0.056
"29th Jul'26","NIFTYMIDCAP50",0.633,2.1,0.527
"29th Jul'26","NIFTYMICROCAP250",0.455,-0.534,0.464
"29th Jul'26","NIFTYAUTO",-0.065,3.89,1.03
"29th Jul'26","CNXREALTY",-0.326,6.89,2.21
