Date,Symbol,Weekly %,20days,Momentum
"25th May'26","NIFTYAUTO","1.71","3.16","0.056"
"25th May'26","NIFTYSMALLCAP50","1.60","4.56","1.33"
"25th May'26","NIFTYMICROCAP250","1.59","4.85","1.45"
"25th May'26","NIFTYCHEMICALS","1.54","6.39","1.50"
"25th May'26","CNXREALTY","1.50","1.03","0.131"
"25th May'26","CNXSMALLCAP","1.37","3.62","1.10"
"25th May'26","NIFTYINDDEFENCE","1.32","4.24","1.61"
"25th May'26","NIFTY200","1.27","1.41","0.169"
"25th May'26","NIFTYTOTALMKT","1.24","1.72","0.321"
"25th May'26","NIFTYMIDSELECT","1.24","6.03","1.59"
"25th May'26","NIFTY500","1.23","1.59","0.274"
"25th May'26","NIFTYSMALLCAP250","1.20","3.42","1.07"
"25th May'26","NIFTYLARGEMID250","1.09","2.25","0.532"
"25th May'26","CNXINFRA","1.08","2.36","0.477"
"25th May'26","NIFTYCOMMODITIES","1.00","2.34","0.812"
"25th May'26","NIFTYMIDCAP50","0.986","5.43","1.37"
"25th May'26","NIFTYMIDSMALLCAP400","0.963","3.63","1.10"
"25th May'26","NIFTYCONSUMPTION","0.919","0.680","0.212"
"25th May'26","CNXENERGY","0.848","1.69","1.14"
"25th May'26","NIFTYMIDCAP150","0.845","3.74","1.12"
"25th May'26","NIFTYMETAL","0.558","4.70","1.67"
"25th May'26","CNXPHARMA","0.410","9.28","2.13"
"25th May'26","NIFTYHEALTHCARE","0.215","7.78","1.97"
"25th May'26","NIFTYFMCG","-0.183","-1.20","0.384"
