"Date","Symbol","Weekly %","20days","Momentum"
"7th Jul'26","NIFTYMIDSELECT",0.18,4.6,0.686
"7th Jul'26","NIFTYFMCG",0.059,4.42,0.307
"7th Jul'26","NIFTYCONSUMPTION",0.01,7.14,1.14
"7th Jul'26","NIFTYMIDCAP50",0.003,4.84,0.799
"7th Jul'26","NIFTYFINSERVICE",-0.033,8.79,1.3
"7th Jul'26","NIFTYAUTO",-0.038,6.47,0.896
"7th Jul'26","NIFTY",-0.13,5.52,0.66
"7th Jul'26","NIFTYPVTBANK",-0.148,8.36,1.49
"7th Jul'26","BANKNIFTY",-0.156,7.65,1.35
"7th Jul'26","NIFTY100",-0.215,5.39,0.691
"7th Jul'26","NIFTY200",-0.232,5.1,0.677
"7th Jul'26","NIFTYLARGEMID250",-0.24,4.94,0.701
"7th Jul'26","NIFTYMIDCAP150",-0.266,4.5,0.709
"7th Jul'26","NIFTY500",-0.278,5.39,0.789
"7th Jul'26","NIFTYTOTALMKT",-0.296,5.48,0.834
"7th Jul'26","NIFTYMIDSMALLCAP400",-0.413,5.41,1.01
"7th Jul'26","NIFTYPSUBANK",-0.428,1.2,0.144
"7th Jul'26","NIFTYSMALLCAP50",-0.485,8.73,1.72
"7th Jul'26","CNXSMALLCAP",-0.547,8.16,1.58
"7th Jul'26","NIFTYSMALLCAP250",-0.694,7.19,1.57
"7th Jul'26","CNXINFRA",-0.695,4.03,0.504
"7th Jul'26","NIFTYMICROCAP250",-0.701,7.54,1.85
"7th Jul'26","CNXPHARMA",-0.729,6.34,1.57
"7th Jul'26","NIFTYMEDIA",-0.744,0.677,0.99
"7th Jul'26","NIFTYHEALTHCARE",-0.834,5.97,1.56
"7th Jul'26","NIFTYCHEMICALS",-0.908,4.64,0.801
"7th Jul'26","CNXREALTY",-1.58,19.14,3.25
"7th Jul'26","NIFTYINDDEFENCE",-1.65,5.63,1.43
