"Date","Symbol","Weekly %","20days","Momentum"
"28th Aug'26 3:29:00","CNXIT",3.51,1.87,0.752
"28th Aug'26 3:29:00","NIFTYMETAL",0.746,6.34,1.29
"28th Aug'26 3:29:00","NIFTYHEALTHCARE",0.543,0.257,0.36
"28th Aug'26 3:29:00","CNXPHARMA",0.533,1.72,0.764
"28th Aug'26 3:29:00","NIFTYMEDIA",0.388,-0.973,1.14
"28th Aug'26 3:29:00","NIFTYSMALLCAP250",0.344,3.22,0.692
"28th Aug'26 3:29:00","NIFTYMICROCAP250",0.309,5.09,1.13
"28th Aug'26 3:29:00","NIFTYMIDCAP50",0.24,1.66,0.58
"28th Aug'26 3:29:00","NIFTY100",0.238,-0.567,0.048
"28th Aug'26 3:29:00","NIFTYTOTALMKT",0.203,0.497,0.254
"28th Aug'26 3:29:00","NIFTY200",0.201,-0.087,0.148
"28th Aug'26 3:29:00","NIFTY500",0.198,0.289,0.212
"28th Aug'26 3:29:00","CNXSMALLCAP",0.196,3.83,0.977
"28th Aug'26 3:29:00","NIFTYPSUBANK",0.192,2.83,0.397
"28th Aug'26 3:29:00","NIFTYMIDSELECT",0.119,1.23,0.439
"28th Aug'26 3:29:00","NIFTYLARGEMID250",0.115,0.512,0.271
"28th Aug'26 3:29:00","NIFTYMIDSMALLCAP400",0.115,2.15,0.56
"28th Aug'26 3:29:00","NIFTYMIDCAP150",-0.005,1.59,0.49
"28th Aug'26 3:29:00","BANKNIFTY",-0.024,0.404,0.066
"28th Aug'26 3:29:00","NIFTYSMALLCAP50",-0.059,3.84,1.09
"28th Aug'26 3:29:00","NIFTYPVTBANK",-0.077,0.779,0.029
"28th Aug'26 3:29:00","CNXREALTY",-0.083,0.821,0.701
"28th Aug'26 3:29:00","NIFTYAUTO",-0.11,0.374,0.99
"28th Aug'26 3:29:00","NIFTYCONSUMPTION",-0.143,-1.47,0.159
"28th Aug'26 3:29:00","NIFTYINDDEFENCE",-0.517,4.51,0.958
"28th Aug'26 3:29:00","NIFTYCHEMICALS",-0.697,0.314,0.057
