"Date","Symbol","Weekly %","20days","Momentum"
"14th Aug'26 3:29:00","NIFTYMEDIA",0.962,4.51,1.09
"14th Aug'26 3:29:00","CNXINFRA",0.276,0.445,0.162
"14th Aug'26 3:29:00","NIFTYMICROCAP250",0.076,4.39,1.25
"14th Aug'26 3:29:00","NIFTYCONSUMPTION",0.04,3.74,1.06
"14th Aug'26 3:29:00","NIFTYINDDEFENCE",0.01,4.99,1.07
"14th Aug'26 3:29:00","NIFTY",-0.122,0.13,0.461
"14th Aug'26 3:29:00","NIFTY100",-0.16,0.779,0.566
"14th Aug'26 3:29:00","NIFTY200",-0.234,1.06,0.602
"14th Aug'26 3:29:00","BANKNIFTY",-0.25,-1.76,0.203
"14th Aug'26 3:29:00","NIFTYTOTALMKT",-0.252,1.25,0.661
"14th Aug'26 3:29:00","NIFTY500",-0.267,1.11,0.634
"14th Aug'26 3:29:00","CNXIT",-0.306,7.29,2.51
"14th Aug'26 3:29:00","CNXREALTY",-0.306,-2.51,0.54
"14th Aug'26 3:29:00","NIFTYCHEMICALS",-0.309,1.52,0.7
"14th Aug'26 3:29:00","NIFTYLARGEMID250",-0.334,1.37,0.645
"14th Aug'26 3:29:00","NIFTYFINSERVICE",-0.434,-2.56,0.006
"14th Aug'26 3:29:00","NIFTYHEALTHCARE",-0.462,1.37,0.676
"14th Aug'26 3:29:00","NIFTYOILANDGAS",-0.467,-0.873,0.202
"14th Aug'26 3:29:00","NIFTYSMALLCAP250",-0.474,1.53,0.883
"14th Aug'26 3:29:00","NIFTYMIDSMALLCAP400",-0.496,1.82,0.778
"14th Aug'26 3:29:00","NIFTYMIDCAP150",-0.507,1.97,0.723
"14th Aug'26 3:29:00","NIFTYCOMMODITIES",-0.56,-0.095,0.022
"14th Aug'26 3:29:00","NIFTYPSUBANK",-0.571,4.26,1.07
"14th Aug'26 3:29:00","NIFTYAUTO",-0.627,7.78,2.23
"14th Aug'26 3:29:00","CNXSMALLCAP",-0.687,2.29,1.17
"14th Aug'26 3:29:00","NIFTYSMALLCAP50",-0.697,3.1,1.43
"14th Aug'26 3:29:00","NIFTYMIDSELECT",-0.706,1.74,0.785
"14th Aug'26 3:29:00","NIFTYMETAL",-0.706,4.06,0.906
"14th Aug'26 3:29:00","NIFTYMIDCAP50",-0.738,1.84,0.773
"14th Aug'26 3:29:00","CNXPHARMA",-0.904,3.12,1.18
