"Date","Symbol","Weekly %","20days","Momentum"
"16th Jul'26","NIFTYCHEMICALS",1.41,2.28,0.565
"16th Jul'26","NIFTYMEDIA",1.18,1.05,0.688
"16th Jul'26","CNXIT",0.667,-0.302,0.197
"16th Jul'26","NIFTYAUTO",0.46,0.162,0.378
"16th Jul'26","NIFTYCONSUMPTION",0.216,0.907,0.639
"16th Jul'26","NIFTYMIDSELECT",0.148,1.49,0.84
"16th Jul'26","NIFTYSMALLCAP50",0.102,4.53,1.57
"16th Jul'26","NIFTYSMALLCAP250",0.062,3.51,1.32
"16th Jul'26","CNXPHARMA",0.017,7.71,1.55
"16th Jul'26","NIFTY",-0.024,-0.054,0.357
"16th Jul'26","CNXINFRA",-0.07,-1.46,0.021
"16th Jul'26","NIFTY100",-0.083,-0.13,0.374
"16th Jul'26","NIFTYHEALTHCARE",-0.085,7.08,1.42
"16th Jul'26","CNXSMALLCAP",-0.099,3.83,1.42
"16th Jul'26","NIFTY500",-0.134,0.532,0.546
"16th Jul'26","NIFTY200",-0.149,0.077,0.433
"16th Jul'26","NIFTYTOTALMKT",-0.149,0.602,0.582
"16th Jul'26","NIFTYMIDSMALLCAP400",-0.243,1.98,0.915
"16th Jul'26","NIFTYLARGEMID250",-0.244,0.536,0.541
"16th Jul'26","NIFTYMIDCAP50",-0.286,1.84,0.9
"16th Jul'26","BANKNIFTY",-0.304,-0.005,0.752
"16th Jul'26","NIFTYPVTBANK",-0.31,0.08,0.778
"16th Jul'26","NIFTYMIDCAP150",-0.403,1.2,0.705
"16th Jul'26","NIFTYMICROCAP250",-0.466,2.19,1.38
"16th Jul'26","NIFTYINDDEFENCE",-0.48,-2.12,0.391
"16th Jul'26","NIFTYFINSERVICE",-0.512,0.575,0.722
"16th Jul'26","CNXREALTY",-0.983,11.24,3.74
