Date,Symbol,Weekly %,20days,Momentum
"4th Jun'26","NIFTYMEDIA","2.19","-1.17","0.275"
"4th Jun'26","NIFTYMICROCAP250","0.859","1.01","1.43"
"4th Jun'26","CNXENERGY","0.619","-0.884","0.875"
"4th Jun'26","NIFTYSMALLCAP250","0.580","-1.05","0.916"
"4th Jun'26","CNXSMALLCAP","0.494","-2.23","0.772"
"4th Jun'26","NIFTYMIDSMALLCAP400","0.480","-1.06","0.716"
"4th Jun'26","NIFTYINDDEFENCE","0.475","-0.824","0.879"
"4th Jun'26","NIFTYMIDCAP50","0.431","-0.623","0.716"
"4th Jun'26","NIFTYMIDCAP150","0.430","-1.07","0.614"
"4th Jun'26","NIFTYSMALLCAP50","0.383","-1.88","0.941"
"4th Jun'26","CNXPHARMA","0.379","0.281","0.990"
"4th Jun'26","NIFTYHEALTHCARE","0.344","-0.273","0.661"
"4th Jun'26","NIFTYMIDSELECT","0.263","-0.884","0.922"
"4th Jun'26","NIFTYLARGEMID250","0.261","-2.25","0.168"
"4th Jun'26","NIFTYTOTALMKT","0.232","-2.60","0.069"
"4th Jun'26","NIFTY500","0.204","-2.75","0.009"
"4th Jun'26","NIFTYAUTO","0.198","-2.53","0.079"
"4th Jun'26","NIFTYCHEMICALS","-0.073","-1.38","0.894"
"4th Jun'26","NIFTYCOMMODITIES","-0.214","-2.08","0.482"
"4th Jun'26","CNXIT","-0.285","0.112","0.031"
"4th Jun'26","NIFTYMETAL","-0.733","2.33","1.61"
