"Date","Symbol","Weekly %","20days","Momentum"
"1st Sep'26 3:29:00","CNXIT",0.979,0.135,0.926
"1st Sep'26 3:29:00","NIFTYMEDIA",0.263,-2.44,0.655
"1st Sep'26 3:29:00","NIFTYMETAL",-0.031,1.21,1.04
"1st Sep'26 3:29:00","NIFTYSMALLCAP250",-0.049,0.928,0.593
"1st Sep'26 3:29:00","CNXSMALLCAP",-0.228,1.28,0.841
"1st Sep'26 3:29:00","NIFTYSMALLCAP50",-0.288,1.61,0.912
"1st Sep'26 3:29:00","NIFTY500",-0.471,-1.48,0.093
"1st Sep'26 3:29:00","NIFTYTOTALMKT",-0.493,-1.3,0.137
"1st Sep'26 3:29:00","NIFTY200",-0.529,-1.8,0.027
"1st Sep'26 3:29:00","NIFTYINDDEFENCE",-0.728,2.42,0.72
"1st Sep'26 3:29:00","NIFTYLARGEMID250",-0.765,-1.3,0.154
"1st Sep'26 3:29:00","NIFTYMIDSMALLCAP400",-0.813,0.048,0.455
"1st Sep'26 3:29:00","NIFTYPVTBANK",-0.87,-0.353,0.182
"1st Sep'26 3:29:00","NIFTYMICROCAP250",-0.964,2.57,1.05
"1st Sep'26 3:29:00","BANKNIFTY",-1.06,-0.859,0.087
"1st Sep'26 3:29:00","NIFTYPSUBANK",-1.21,0.305,0.234
"1st Sep'26 3:29:00","NIFTYMIDCAP150",-1.21,-0.407,0.382
"1st Sep'26 3:29:00","NIFTYAUTO",-1.22,-1.89,0.658
"1st Sep'26 3:29:00","NIFTYMIDCAP50",-1.31,0.181,0.523
"1st Sep'26 3:29:00","CNXREALTY",-1.42,0.011,0.451
"1st Sep'26 3:29:00","NIFTYMIDSELECT",-1.43,-0.391,0.361
"1st Sep'26 3:29:00","CNXPHARMA",-1.45,0.734,0.855
"1st Sep'26 3:29:00","NIFTYHEALTHCARE",-1.6,-0.459,0.478
