Date,Symbol,Weekly %,20days,Momentum
"26th May'26","NIFTYMETAL","1.10","3.94","1.71"
"26th May'26","NIFTYMIDSELECT","0.795","5.34","1.67"
"26th May'26","NIFTYMICROCAP250","0.716","3.11","1.54"
"26th May'26","CNXENERGY","0.581","0.785","1.18"
"26th May'26","NIFTYMIDCAP50","0.513","4.38","1.42"
"26th May'26","NIFTYCOMMODITIES","0.481","1.19","0.869"
"26th May'26","NIFTYMIDCAP150","0.446","2.69","1.17"
"26th May'26","NIFTYCHEMICALS","0.407","5.64","1.55"
"26th May'26","NIFTYSMALLCAP50","0.399","3.03","1.36"
"26th May'26","NIFTYMIDSMALLCAP400","0.362","2.38","1.14"
"26th May'26","CNXSMALLCAP","0.354","2.05","1.13"
"26th May'26","NIFTYINDDEFENCE","0.268","3.83","1.64"
"26th May'26","NIFTYSMALLCAP250","0.195","1.77","1.08"
"26th May'26","NIFTYFMCG","0.139","-1.60","0.300"
"26th May'26","NIFTYAUTO","0.066","1.64","0.161"
"26th May'26","NIFTYLARGEMID250","0.053","1.10","0.593"
"26th May'26","CNXPHARMA","-0.063","6.42","2.05"
"26th May'26","NIFTYOILANDGAS","-0.078","0.063","0.030"
"26th May'26","NIFTYTOTALMKT","-0.106","0.443","0.383"
"26th May'26","NIFTYCONSUMPTION","-0.131","-0.405","0.225"
"26th May'26","NIFTY500","-0.141","0.332","0.334"
"26th May'26","NIFTY200","-0.187","0.200","0.236"
"26th May'26","NIFTYHEALTHCARE","-0.263","4.97","1.86"
"26th May'26","CNXINFRA","-0.443","0.441","0.492"
"26th May'26","CNXREALTY","-0.515","-1.90","0.177"
"26th May'26","NIFTYPVTBANK","-0.618","0.126","0.001"
