"Date","Symbol","Weekly %","20days","Momentum"
"4th Aug'26","NIFTYMEDIA",2.03,7.65,1.7
"4th Aug'26","NIFTYMETAL",0.912,3.57,0.185
"4th Aug'26","NIFTYMICROCAP250",0.433,1.72,0.595
"4th Aug'26","CNXSMALLCAP",0.234,2.2,0.873
"4th Aug'26","NIFTYSMALLCAP250",0.152,1.34,0.586
"4th Aug'26","NIFTYSMALLCAP50",-0.059,2.31,1.04
"4th Aug'26","NIFTYMIDSMALLCAP400",-0.148,1.71,0.557
"4th Aug'26","NIFTYMIDSELECT",-0.179,1.59,0.503
"4th Aug'26","NIFTYINDDEFENCE",-0.192,-0.657,0.017
"4th Aug'26","NIFTYHEALTHCARE",-0.218,2.46,1.17
"4th Aug'26","CNXPHARMA",-0.245,3.58,1.4
"4th Aug'26","NIFTYMIDCAP150",-0.304,1.9,0.541
"4th Aug'26","NIFTYCONSUMPTION",-0.403,2.82,1.27
"4th Aug'26","NIFTYTOTALMKT",-0.434,1.39,0.578
"4th Aug'26","NIFTYAUTO",-0.438,6.21,1.9
"4th Aug'26","NIFTYCHEMICALS",-0.439,1.59,0.625
"4th Aug'26","NIFTYLARGEMID250",-0.464,1.56,0.564
"4th Aug'26","NIFTYMIDCAP50",-0.47,1.97,0.707
"4th Aug'26","NIFTY500",-0.473,1.37,0.578
"4th Aug'26","NIFTYFINSERVICE",-0.518,-0.52,0.244
"4th Aug'26","NIFTY200",-0.557,1.36,0.574
"4th Aug'26","BANKNIFTY",-0.585,-0.504,0.229
"4th Aug'26","NIFTY100",-0.623,1.22,0.587
"4th Aug'26","NIFTY",-0.643,0.886,0.542
"4th Aug'26","NIFTYPVTBANK",-0.659,-1.57,0.016
"4th Aug'26","CNXIT",-0.823,12.58,2.68
"4th Aug'26","NIFTYFMCG",-0.878,-1.39,0.148
"4th Aug'26","CNXINFRA",-0.928,-0.364,0.074
"4th Aug'26","NIFTYOILANDGAS",-1.15,-0.201,0.098
"4th Aug'26","CNXREALTY",-2.39,-0.157,1.55
