"Date","Symbol","Weekly %","20days","Momentum"
"27th Jul'26","NIFTYMEDIA",2.39,4.97,0.905
"27th Jul'26","CNXIT",2.34,8.89,0.908
"27th Jul'26","CNXREALTY",2.28,10.14,2.26
"27th Jul'26","NIFTYCONSUMPTION",1.62,3.47,0.67
"27th Jul'26","NIFTYAUTO",1.6,4.68,0.824
"27th Jul'26","CNXPHARMA",1.56,2.85,1.06
"27th Jul'26","NIFTYHEALTHCARE",1.46,2.23,0.944
"27th Jul'26","NIFTYMICROCAP250",1.33,1.49,0.617
"27th Jul'26","NIFTYSMALLCAP50",1.32,2.72,0.832
"27th Jul'26","CNXSMALLCAP",1.31,2.41,0.706
"27th Jul'26","NIFTYCHEMICALS",1.29,4.2,0.835
"27th Jul'26","NIFTYMIDCAP50",1.27,2.36,0.474
"27th Jul'26","NIFTYSMALLCAP250",1.27,1.16,0.529
"27th Jul'26","NIFTYMIDSMALLCAP400",1.15,1.13,0.372
"27th Jul'26","NIFTYMIDCAP150",1.09,1.12,0.289
"27th Jul'26","NIFTYTOTALMKT",1.06,0.701,0.22
"27th Jul'26","NIFTY500",1.05,0.666,0.202
"27th Jul'26","NIFTYLARGEMID250",1.05,0.782,0.207
"27th Jul'26","NIFTY200",1.02,0.598,0.147
"27th Jul'26","NIFTY100",0.998,0.448,0.123
"27th Jul'26","NIFTY",0.961,0.207,0.069
"27th Jul'26","NIFTYMIDSELECT",0.948,1.43,0.292
"27th Jul'26","NIFTYINDDEFENCE",0.704,0.312,0.231
"27th Jul'26","BANKNIFTY",0.694,-1.11,0.167
