"Date","Symbol","Weekly %","20days","Momentum"
"28th Jul'26","CNXIT",3.32,15.66,1.27
"28th Jul'26","CNXREALTY",2.17,11.08,2.24
"28th Jul'26","NIFTYAUTO",0.689,5.15,0.948
"28th Jul'26","NIFTYMIDCAP50",0.215,2.15,0.48
"28th Jul'26","CNXPHARMA",0.205,2.66,1.05
"28th Jul'26","NIFTYSMALLCAP50",0.171,1.82,0.78
"28th Jul'26","NIFTYHEALTHCARE",0.152,2.22,0.941
"28th Jul'26","NIFTYCONSUMPTION",0.146,3.41,0.726
"28th Jul'26","NIFTYMIDCAP150",-0.007,0.69,0.273
"28th Jul'26","NIFTY",-0.044,0.501,0.048
"28th Jul'26","NIFTYLARGEMID250",-0.086,0.609,0.187
"28th Jul'26","NIFTY200",-0.118,0.601,0.127
"28th Jul'26","NIFTYMIDSMALLCAP400",-0.163,0.497,0.329
"28th Jul'26","NIFTY500",-0.165,0.519,0.173
"28th Jul'26","NIFTY100",-0.166,0.527,0.101
"28th Jul'26","NIFTYTOTALMKT",-0.213,0.46,0.188
"28th Jul'26","NIFTYMIDSELECT",-0.219,0.795,0.23
"28th Jul'26","CNXSMALLCAP",-0.219,1.15,0.632
"28th Jul'26","NIFTYMEDIA",-0.339,5.42,1.04
"28th Jul'26","NIFTYSMALLCAP250",-0.466,0.119,0.436
"28th Jul'26","BANKNIFTY",-0.581,-1.37,0.07
"28th Jul'26","NIFTYCHEMICALS",-1.25,1.46,0.743
"28th Jul'26","NIFTYMICROCAP250",-1.27,-0.823,0.519
"28th Jul'26","NIFTYINDDEFENCE",-2.18,-3.2,0.064
