Date,Symbol,Weekly %,20days,Momentum
"24th Jun'26","CNXREALTY","2.17","5.31","1.44"
"24th Jun'26","NIFTYPVTBANK","1.85","5.67","1.62"
"24th Jun'26","BANKNIFTY","1.69","5.55","1.52"
"24th Jun'26","NIFTYFINSERVICE","1.54","3.10","1.07"
"24th Jun'26","NIFTY","0.829","0.451","0.347"
"24th Jun'26","NIFTY100","0.675","0.666","0.473"
"24th Jun'26","NIFTY200","0.561","0.480","0.536"
"24th Jun'26","NIFTY500","0.501","1.00","0.666"
"24th Jun'26","NIFTYTOTALMKT","0.475","1.19","0.730"
"24th Jun'26","NIFTYSMALLCAP50","0.468","3.53","1.47"
"24th Jun'26","NIFTYPSUBANK","0.433","5.22","1.24"
"24th Jun'26","CNXSMALLCAP","0.390","3.35","1.35"
"24th Jun'26","NIFTYCHEMICALS","0.367","0.114","0.888"
"24th Jun'26","NIFTYLARGEMID250","0.366","0.495","0.668"
"24th Jun'26","NIFTYMEDIA","0.324","10.48","1.78"
"24th Jun'26","NIFTYMIDCAP50","0.286","-0.287","0.797"
"24th Jun'26","NIFTYMIDSELECT","0.241","-1.08","0.821"
"24th Jun'26","NIFTYHEALTHCARE","0.223","1.85","0.843"
"24th Jun'26","NIFTYSMALLCAP250","0.208","4.56","1.55"
"24th Jun'26","NIFTYMIDSMALLCAP400","0.126","1.74","1.09"
"24th Jun'26","CNXPHARMA","0.116","1.46","0.815"
"24th Jun'26","NIFTYMIDCAP150","0.083","0.338","0.849"
"24th Jun'26","CNXINFRA","0.029","0.476","0.587"
"24th Jun'26","NIFTYCONSUMPTION","-0.006","0.965","0.645"
"24th Jun'26","NIFTYMICROCAP250","-0.093","5.51","2.15"
"24th Jun'26","NIFTYAUTO","-0.423","-0.363","0.466"
"24th Jun'26","CNXENERGY","-0.895","-2.22","0.276"
"24th Jun'26","NIFTYINDDEFENCE","-1.97","2.36","1.73"
