"Date","Symbol","Weekly %","20days","Momentum"
"6th Jul'26","CNXREALTY",1.81,17.95,3.03
"6th Jul'26","NIFTYAUTO",1.36,4.54,0.796
"6th Jul'26","NIFTYSMALLCAP50",1.14,7.5,1.67
"6th Jul'26","CNXSMALLCAP",0.751,6.67,1.56
"6th Jul'26","NIFTYINDDEFENCE",0.702,6.27,1.54
"6th Jul'26","NIFTY",0.657,4.55,0.594
"6th Jul'26","NIFTYCONSUMPTION",0.657,6.07,1.05
"6th Jul'26","NIFTY100",0.642,4.37,0.643
"6th Jul'26","NIFTYCHEMICALS",0.639,3.76,0.795
"6th Jul'26","BANKNIFTY",0.609,6.96,1.38
"6th Jul'26","NIFTY200",0.605,4.06,0.64
"6th Jul'26","NIFTY500",0.57,4.31,0.762
"6th Jul'26","NIFTYTOTALMKT",0.554,4.39,0.812
"6th Jul'26","NIFTYLARGEMID250",0.516,3.8,0.685
"6th Jul'26","CNXINFRA",0.492,3.68,0.528
"6th Jul'26","CNXPHARMA",0.47,6.67,1.52
"6th Jul'26","NIFTYPVTBANK",0.467,7.79,1.52
"6th Jul'26","NIFTYSMALLCAP250",0.458,6,1.6
"6th Jul'26","NIFTYMIDSELECT",0.456,3.58,0.66
"6th Jul'26","NIFTYMIDCAP50",0.452,3.86,0.773
"6th Jul'26","NIFTYFINSERVICE",0.442,7.73,1.29
"6th Jul'26","NIFTYMIDSMALLCAP400",0.413,4.18,1.03
"6th Jul'26","NIFTYMIDCAP150",0.389,3.24,0.725
"6th Jul'26","NIFTYHEALTHCARE",0.243,6.96,1.52
"6th Jul'26","NIFTYMICROCAP250",0.206,6.18,1.93
"6th Jul'26","NIFTYFMCG",0.2,3.92,0.224
"6th Jul'26","NIFTYPSUBANK",-0.876,0.907,0.37
"6th Jul'26","NIFTYMEDIA",-0.949,-0.299,1.15
