"Date","Symbol","Weekly %","20days","Momentum"
"7th Aug'26","NIFTYAUTO",1.84,10.38,2.31
"7th Aug'26","CNXIT",1.42,12.63,2.78
"7th Aug'26","NIFTYINDDEFENCE",0.683,2.6,0.545
"7th Aug'26","NIFTYPSUBANK",0.652,3.96,0.631
"7th Aug'26","CNXINFRA",0.538,0.792,0.252
"7th Aug'26","NIFTYMETAL",0.497,3.95,0.842
"7th Aug'26","NIFTYMIDSELECT",0.421,0.365,0.576
"7th Aug'26","NIFTYCOMMODITIES",0.354,1.01,0.122
"7th Aug'26","NIFTYMIDCAP50",0.261,0.626,0.688
"7th Aug'26","NIFTYMIDCAP150",0.225,0.848,0.634
"7th Aug'26","NIFTYCONSUMPTION",0.211,3.92,1.33
"7th Aug'26","NIFTYMIDSMALLCAP400",0.143,1.01,0.712
"7th Aug'26","NIFTYFMCG",0.132,0.253,0.131
"7th Aug'26","NIFTYSMALLCAP50",0.109,3.48,1.42
"7th Aug'26","NIFTYHEALTHCARE",0.073,2.27,1.07
"7th Aug'26","NIFTYOILANDGAS",0.07,1.21,0.23
"7th Aug'26","NIFTYMICROCAP250",0.029,2.17,1.05
"7th Aug'26","NIFTYLARGEMID250",0.025,1.33,0.682
"7th Aug'26","NIFTYMEDIA",-0.003,4.76,1.36
"7th Aug'26","NIFTYSMALLCAP250",-0.011,1.31,0.859
"7th Aug'26","CNXSMALLCAP",-0.053,2.32,1.19
"7th Aug'26","NIFTYTOTALMKT",-0.069,1.58,0.739
"7th Aug'26","NIFTY500",-0.073,1.56,0.725
"7th Aug'26","CNXPHARMA",-0.087,3.38,1.36
"7th Aug'26","NIFTY200",-0.096,1.58,0.706
"7th Aug'26","CNXREALTY",-0.102,-5.61,0.943
"7th Aug'26","NIFTY100",-0.173,1.81,0.731
"7th Aug'26","NIFTY",-0.265,1.5,0.666
"7th Aug'26","BANKNIFTY",-0.546,-0.516,0.303
"7th Aug'26","NIFTYCHEMICALS",-0.671,2.57,0.713
"7th Aug'26","NIFTYFINSERVICE",-1.48,-1.36,0.33
