Date,Symbol,Weekly %,20days,Momentum
"17th Jun'26","NIFTYINDDEFENCE","3.91","6.35","0.740"
"17th Jun'26","NIFTYPSUBANK","1.75","9.79","0.782"
"17th Jun'26","NIFTYMICROCAP250","1.09","8.44","1.53"
"17th Jun'26","CNXSMALLCAP","0.787","4.25","0.771"
"17th Jun'26","NIFTYSMALLCAP50","0.738","4.05","0.879"
"17th Jun'26","NIFTYSMALLCAP250","0.728","4.99","0.934"
"17th Jun'26","NIFTYCONSUMPTION","0.604","2.09","0.161"
"17th Jun'26","NIFTYMIDSMALLCAP400","0.582","2.89","0.575"
"17th Jun'26","NIFTYTOTALMKT","0.514","2.84","0.294"
"17th Jun'26","NIFTYMIDCAP150","0.507","1.84","0.391"
"17th Jun'26","BANKNIFTY","0.502","7.82","1.07"
"17th Jun'26","NIFTYMIDSELECT","0.496","1.94","0.568"
"17th Jun'26","NIFTY500","0.489","2.61","0.240"
"17th Jun'26","NIFTYLARGEMID250","0.478","2.15","0.245"
"17th Jun'26","NIFTY200","0.462","2.35","0.158"
"17th Jun'26","CNXINFRA","0.459","2.08","0.071"
"17th Jun'26","NIFTY100","0.447","2.49","0.089"
"17th Jun'26","NIFTYMIDCAP50","0.298","1.41","0.454"
"17th Jun'26","NIFTYCHEMICALS","0.006","1.40","0.680"
"17th Jun'26","NIFTYMEDIA","-0.043","5.99","1.47"
"17th Jun'26","CNXPHARMA","-0.047","-2.90","0.381"
"17th Jun'26","NIFTYPVTBANK","-0.085","7.42","1.26"
"17th Jun'26","NIFTYFINSERVICE","-0.141","4.44","0.458"
"17th Jun'26","NIFTYHEALTHCARE","-0.193","-2.70","0.370"
"17th Jun'26","CNXREALTY","-0.428","6.80","0.639"
"17th Jun'26","NIFTYAUTO","-0.622","3.99","0.447"
