Date,Symbol,Weekly %,20days,Momentum
"8th Jun'26","NIFTYHEALTHCARE","0.089","0.041","0.547"
"8th Jun'26","CNXPHARMA","-0.414","0.155","0.780"
"8th Jun'26","NIFTYMIDSELECT","-0.799","-3.43","0.532"
"8th Jun'26","NIFTYMIDCAP50","-0.929","-3.34","0.403"
"8th Jun'26","NIFTYINDDEFENCE","-1.05","-4.41","0.685"
"8th Jun'26","NIFTYMIDCAP150","-1.46","-3.71","0.316"
"8th Jun'26","NIFTYMIDSMALLCAP400","-1.57","-3.79","0.466"
"8th Jun'26","NIFTYCOMMODITIES","-1.59","-3.90","0.079"
"8th Jun'26","NIFTYSMALLCAP50","-1.61","-4.45","0.697"
"8th Jun'26","CNXENERGY","-1.64","-2.72","0.614"
"8th Jun'26","NIFTYMEDIA","-1.71","0.272","0.894"
"8th Jun'26","NIFTYCHEMICALS","-1.74","-3.42","0.618"
"8th Jun'26","NIFTYSMALLCAP250","-1.79","-3.95","0.761"
"8th Jun'26","CNXSMALLCAP","-1.92","-5.20","0.549"
"8th Jun'26","NIFTYMICROCAP250","-1.96","-2.41","1.30"
"8th Jun'26","NIFTYMETAL","-2.33","-1.05","1.03"
