symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
BALRAMCHIN,50.0,15,10,8,0,0.0,9.33,29.09,Stable,3.8018298671222306,False,False,False,65.37020008587479,69.16666666666667,Buy,693.5
AYMSYNTEX,52.0,15,10,1,0,0.0,3.62,0.48,Rising,12.834443276442297,False,False,False,88.86174533598025,65.0,Buy,280.45001220703125
LOKESHMACH,50.0,15,10,1,0,0.0,0.0,0.0,Rising,7.823231367265593,False,False,False,69.21772749037899,63.33333333333333,Watch,345.25
SUNPHARMA,8.0,18,10,8,6,0.0,14.54,22.06,Stable,3.9162329229384785,False,False,True,61.83208630656819,41.66666666666667,Avoid,1984.800048828125
NESTLEIND,6.0,15,10,3,12,0.0,10.3,0.0,Declining,1.1832319134550406,False,True,True,57.981975900985226,38.333333333333336,Avoid,1496.5
FEDERALBNK,4.0,18,10,8,6,0.0,27.71,49.27,Rising,-0.29349763604996637,False,False,True,35.32621491897087,38.333333333333336,Avoid,356.70001220703125
MINDACORP,10.0,12,10,8,6,0.0,9.3,17.87,Stable,1.2792268006759366,False,False,True,65.69253473218201,38.333333333333336,Avoid,712.5499877929688
CUB,4.0,18,10,8,6,0.0,18.65,44.84,Stable,8.006600253301666,False,False,True,52.57835070923104,38.333333333333336,Avoid,229.19000244140625
STOVEKRAFT,12.0,22,10,1,0,0.0,1.22,7.09,Rising,3.4033500404299755,False,False,False,74.49708017964387,37.5,Avoid,849.2000122070312
LTF,7.0,15,10,6,6,0.0,7.71,14.9,Declining,0.46948356807512415,False,False,True,48.3162921421177,36.666666666666664,Avoid,321.0
VIJAYA,10.0,15,10,8,0,0.0,11.65,31.61,Rising,2.428494293517658,False,False,False,65.2414537655717,35.833333333333336,Avoid,1518.4000244140625
TVSMOTOR,4.0,15,10,8,6,0.0,20.45,21.12,Rising,-1.78054740526018,False,False,True,43.005573478696185,35.833333333333336,Avoid,4341.2998046875
INDHOTEL,4.0,15,10,8,6,0.0,21.71,24.47,Rising,1.082195125214036,False,False,True,53.575265110562164,35.833333333333336,Avoid,737.9000244140625
KEI,4.0,8,10,8,12,0.0,27.32,25.9,Stable,2.725479683026122,False,True,True,35.770524731473316,35.0,Avoid,5740.2998046875
IDFCFIRSTB,4.0,11,10,8,6,0.0,36.1,24.35,Stable,1.1411779067095562,False,False,True,43.85021590540928,32.5,Avoid,85.97000122070312
PIDILITIND,6.0,11,10,6,6,0.0,11.69,9.81,Stable,1.6686717573418663,False,False,True,55.42100320491953,32.5,Avoid,1687.699951171875
SHRIRAMFIN,4.0,11,10,8,6,0.0,54.75,19.9,Rising,-2.5120751502799687,False,False,True,43.90424136869819,32.5,Avoid,1109.9000244140625
SSWL,4.0,15,10,3,6,0.0,8.6,3.15,Stable,3.715636659614585,False,False,True,37.430946243715894,31.666666666666664,Avoid,305.6499938964844
AJANTPHARM,4.0,9,10,8,6,0.0,7.68,21.8,Stable,1.322118801967198,False,False,True,14.141150573288014,30.833333333333336,Avoid,3601.89990234375
HCG,6.0,15,10,6,0,0.0,2.73,19.2,Declining,2.0172510081032824,False,False,False,55.22091655303334,30.833333333333336,Avoid,733.2999877929688
UJJIVANSFB,4.0,9,10,8,6,0.0,16.81,33.45,Stable,-0.5038849391510225,False,False,True,40.200963229393466,30.833333333333336,Avoid,69.11000061035156
GAEL,6.0,12,10,1,6,0.0,3.02,0.65,Stable,-0.16586171113008863,False,False,True,56.54820092217424,29.166666666666668,Avoid,176.9199981689453
SHAREINDIA,10.0,8,10,1,6,0.0,1.87,0.48,Declining,-0.47253620192355683,False,False,True,66.46668644387545,29.166666666666668,Avoid,172.7100067138672
PGIL,6.0,11,10,8,0,0.0,6.82,19.16,Rising,3.861398682307504,False,False,False,57.86905873056517,29.166666666666668,Avoid,2463.800048828125
WESTLIFE,4.0,12,10,8,0,0.0,6.94,28.31,Declining,-2.2921594147306656,False,False,False,35.39514490785257,28.333333333333332,Avoid,571.2000122070312
STEELCAS,4.0,12,10,1,6,0.0,0.29,2.55,Stable,0.9523774294282195,False,False,True,53.398863197236835,27.500000000000004,Avoid,349.79998779296875
KAPSTON,4.0,18,10,1,0,0.0,0.01,0.0,Stable,14.564618080443182,False,False,False,42.210493995237904,27.500000000000004,Avoid,586.7999877929688
STYLAMIND,4.0,9,10,3,6,0.0,2.62,12.14,Declining,-2.5731158605174387,False,False,True,34.096709491317824,26.666666666666668,Avoid,3464.5
DIACABS,4.0,12,10,5,0,0.0,4.56,10.94,Rising,2.3577955460703848,False,False,False,35.80472854330207,25.833333333333336,Avoid,347.29998779296875
SHAILY,4.0,9,10,8,0,0.0,18.18,14.84,Stable,1.3849284241977289,False,False,False,35.11621073252641,25.833333333333336,Avoid,3272.300048828125
MPSLTD,4.0,9,10,1,6,0.0,1.38,2.14,Stable,-1.8648529724084817,False,False,True,35.583806248513824,25.0,Avoid,2683.800048828125
PANAMAPET,8.0,9,10,3,0,0.0,11.72,0.67,Declining,-2.462492270353722,False,False,False,60.43222300445043,25.0,Avoid,471.3500061035156
TATATECH,4.0,12,10,3,0,0.0,6.3,4.48,Stable,4.076391708574678,False,False,False,46.83872812592743,24.166666666666668,Avoid,831.0499877929688
TALBROAUTO,6.0,5,10,1,6,0.0,1.27,0.18,Stable,-1.673040177369567,False,False,True,58.58420077409778,23.333333333333332,Avoid,411.3999938964844
MONARCH,4.0,12,10,1,0,0.0,2.77,0.15,Stable,-1.0914713676427712,False,False,False,20.59731005201013,22.5,Avoid,380.6000061035156
SANGINITA,4.0,12,10,1,0,0.0,0.0,0.0,Declining,4.421647041139942,False,False,False,29.12485545554327,22.5,Avoid,55.970001220703125
FILATEX,4.0,12,10,1,0,0.0,4.03,2.84,Rising,-10.565145223545336,False,False,False,45.63410248158015,22.5,Avoid,75.16999816894531
SAHYADRI,10.0,5,10,1,0,0.0,0.01,0.01,Declining,1.4092561443505236,False,False,False,65.98342684671593,21.666666666666668,Avoid,356.20001220703125
MUTHOOTCAP,4.0,5,10,1,6,0.0,1.25,1.01,Stable,-1.5257068914491412,False,True,False,27.45767578265194,21.666666666666668,Avoid,244.6199951171875
SANGHVIMOV,4.0,5,10,1,0,0.0,1.81,1.4,Stable,-0.2508712722068762,False,False,False,28.209476134009666,16.666666666666664,Avoid,457.25
