symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
THELEELA,52.0,18,10,5,6,0.0,7.87,11.51,Declining,-1.843626987059599,False,False,True,86.54097156071833,75.83333333333333,Strong Buy,508.45001220703125
SAREGAMA,44.0,15,10,6,0,0.0,11.5,8.6,Declining,2.3979221714784504,False,False,False,77.39024730921035,62.5,Watch,531.6500244140625
ASAHISONG,52.0,9,10,1,0,0.0,0.01,0.32,Declining,-3.639332963011399,False,False,False,86.91754725589081,60.0,Watch,354.79998779296875
IPCALAB,26.0,15,10,8,0,0.0,10.72,37.04,Rising,3.485424490041056,False,False,False,73.88984279413125,49.166666666666664,Avoid,1796.300048828125
MUNJALAU,26.0,18,10,1,0,0.0,0.06,0.03,Rising,16.504005283240343,False,False,False,97.64329260715361,45.83333333333333,Avoid,119.37000274658203
NEOGEN,16.0,18,10,6,0,0.0,4.11,19.6,Rising,5.316921753481663,False,False,False,66.89693053148414,41.66666666666667,Avoid,2138.89990234375
ASTRAMICRO,26.0,5,10,8,0,0.0,10.74,16.09,Declining,-7.559781281844424,False,False,False,58.51256497219561,40.833333333333336,Avoid,1700.9000244140625
BLISSGVS,12.0,18,10,5,0,0.0,8.07,9.46,Rising,7.632711368183176,False,False,False,74.34574899147962,37.5,Avoid,514.0
NYKAA,4.0,15,10,8,6,0.0,13.73,24.08,Declining,-0.2560259347938576,False,False,True,42.703020060178474,35.833333333333336,Avoid,331.1499938964844
JUBLINGREA,4.0,15,10,8,6,0.0,6.49,24.98,Rising,-0.5336051613686221,False,False,True,48.76389157357073,35.833333333333336,Avoid,736.2999877929688
GHCLTEXTIL,4.0,18,10,3,6,0.0,13.24,1.09,Declining,-0.27139913775728886,False,False,True,28.54019474251815,34.166666666666664,Avoid,121.26000213623047
OMAXE,12.0,18,10,1,0,0.0,5.33,1.4,Rising,13.788324140111175,False,False,False,91.50780513992898,34.166666666666664,Avoid,98.37000274658203
DIXON,4.0,12,10,8,6,0.0,17.87,28.38,Declining,-1.1619718309859195,False,False,True,31.996373678287952,33.33333333333333,Avoid,14035.0
WEWORK,12.0,9,10,8,0,0.0,19.64,25.9,Declining,-4.752452111966621,False,False,False,71.14122061677277,32.5,Avoid,719.5
WELINV,10.0,12,10,1,6,0.0,0.0,0.11,Rising,1.296596434359798,False,False,True,66.03235014272121,32.5,Avoid,1875.0
RPEL,10.0,18,10,1,0,0.0,0.81,0.0,Rising,10.529251796906092,False,False,False,67.70417364672832,32.5,Avoid,1388.800048828125
IOLCP,4.0,22,10,1,0,0.0,4.87,0.43,Rising,-1.0902602112067283,False,False,False,37.77061498544978,30.833333333333336,Avoid,166.02000427246094
METROPOLIS,4.0,9,10,8,6,0.0,11.03,35.12,Stable,-0.8345191948084585,False,False,True,22.086311292280307,30.833333333333336,Avoid,558.5
GAEL,11.0,15,10,1,0,0.0,3.02,0.65,Declining,0.5673037750579368,False,False,False,53.67738701336305,30.833333333333336,Avoid,170.17999267578125
PANAMAPET,4.0,18,10,3,0,0.0,11.72,0.67,Rising,-3.288426304943881,False,False,False,41.24750123175034,29.166666666666668,Avoid,488.20001220703125
PRITIKAUTO,4.0,12,10,1,6,0.0,0.0,0.0,Declining,-4.445661341758045,False,False,True,45.101471152124276,27.500000000000004,Avoid,17.40999984741211
TALBROAUTO,4.0,18,10,1,0,0.0,1.27,0.18,Stable,-4.028681452404703,False,False,False,42.7091140593715,27.500000000000004,Avoid,421.6499938964844
SHAREINDIA,4.0,11,10,1,6,0.0,1.87,0.48,Stable,2.891234295060996,False,True,False,38.38064477344395,26.666666666666668,Avoid,173.30999755859375
PREMIERPOL,6.0,12,10,1,0,0.0,0.09,1.02,Stable,1.1442920079807406,False,False,False,56.61680653096619,24.166666666666668,Avoid,72.4800033569336
CONSOFINVT,12.0,5,10,1,0,0.0,2.69,0.02,Declining,-8.16878049182489,False,False,False,72.69800520381612,23.333333333333332,Avoid,272.04998779296875
GODREJIND,12.0,5,10,1,0,0.0,4.56,3.47,Rising,-4.262296943504573,False,False,False,75.55905081036724,23.333333333333332,Avoid,1255.5999755859375
SANGAMIND,4.0,12,10,1,0,0.0,2.5,0.09,Stable,-2.198432898887648,False,False,False,42.65826780590403,22.5,Avoid,598.3499755859375
SGFIN,4.0,12,10,1,0,0.0,0.54,2.18,Stable,-5.2919575713167415,False,False,False,36.17551005310284,22.5,Avoid,657.7000122070312
HIRECT,4.0,9,10,3,0,0.0,6.84,3.22,Rising,-4.342841128398556,False,False,False,33.393132995073884,21.666666666666668,Avoid,1253.300048828125
RPGLIFE,4.0,11,10,1,0,0.0,0.95,8.68,Rising,6.357793111166865,False,False,False,43.8839197415555,21.666666666666668,Avoid,2830.5
GANESHBE,4.0,9,10,1,0,0.0,1.12,0.98,Declining,-5.713815026630964,False,False,False,31.748382591753487,20.0,Avoid,113.52999877929688
