Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
13th Jul'26,HESTERBIO,smallcap,20.0,75.02,61.71,healthcare,Screener 1,,,
13th Jul'26,RRKABEL,largecap,6.7,61.17,68.79,industrials,Screener 1,,,
13th Jul'26,SAKAR,smallcap,4.73,61.0,87.12,healthcare,Screener 1,,,
13th Jul'26,ANTELOPUS,smallcap,3.71,58.62,63.17,energy,Screener 1,,,
13th Jul'26,BHEL,largecap,3.5,57.61,70.77,industrials,Screener 1,,,
13th Jul'26,NITINSPIN,smallcap,3.7,57.54,69.28,textiles,Screener 1,,,
13th Jul'26,ABSLAMC,largecap,2.36,57.3,73.77,financials,Screener 1,,,
13th Jul'26,ARVIND,midcap,3.35,56.92,69.64,textiles,Screener 1,,,
13th Jul'26,ROSSTECH,smallcap,1.36,56.13,67.77,aerospace & defence,Screener 1,,,
13th Jul'26,CARYSIL,smallcap,0.895,55.9,63.6,consumer discretionary,Screener 1,,,
13th Jul'26,VTL,midcap,2.28,55.82,68.47,textiles,Screener 1,,,
13th Jul'26,SILVERTUC,smallcap,4.96,55.18,76.53,i.t,Screener 1,,,
13th Jul'26,BELRISE,largecap,2.16,55.12,86.98,auto,Screener 1,,,
13th Jul'26,VSSL,,6.82,,,,Tiger breakouts,31.33,smallcap,metals & mining
13th Jul'26,BLKASHYAP,,7.6,,,,Tiger breakouts,21.95,smallcap,realty
13th Jul'26,PLASTIBLEN,,7.12,,,,Tiger breakouts,16.35,smallcap,chemicals
13th Jul'26,NIVABUPA,,1.83,,,,Tiger breakouts,8.23,midcap,financials
13th Jul'26,SONATSOFTW,,10.76,,,,Tiger breakouts,8.19,midcap,i.t
13th Jul'26,HARRMALAYA,,8.92,,,,Tiger breakouts,7.97,smallcap,fmcg
13th Jul'26,BIRLAMONEY,,5.27,,,,Tiger breakouts,7.62,smallcap,financials
13th Jul'26,PONNIERODE,,4.11,,,,Tiger breakouts,6.91,smallcap,fmcg
13th Jul'26,BALRAMCHIN,,3.17,,,,Tiger breakouts,5.73,midcap,fmcg
13th Jul'26,KICL,,2.21,,,,Tiger breakouts,5.38,smallcap,financials
13th Jul'26,SHYAMMETL,,5.56,,,,Tiger breakouts,4.94,largecap,metals & mining
13th Jul'26,BEPL,,4.81,,,,Tiger breakouts,4.66,smallcap,energy
13th Jul'26,JPOLYINVST,,2.79,,,,Tiger breakouts,4.64,smallcap,financials
13th Jul'26,KOPRAN,,5.0,,,,Tiger breakouts,4.13,smallcap,healthcare
13th Jul'26,TFCILTD,,7.53,,,,Tiger breakouts,3.72,smallcap,financials
13th Jul'26,LLOYDSENT,,0.883,,,,Tiger breakouts,3.68,midcap,services
13th Jul'26,VISAKAIND,,4.43,,,,Tiger breakouts,3.49,smallcap,building materials
13th Jul'26,TVSHLTD,,1.38,,,,Tiger breakouts,3.44,largecap,financials
13th Jul'26,WIPL,,0.459,,,,Tiger breakouts,3.4,smallcap,building materials
13th Jul'26,MONARCH,,0.776,,,,Tiger breakouts,3.38,smallcap,financials
13th Jul'26,KSOLVES,,4.48,,,,Tiger breakouts,3.3,smallcap,i.t
13th Jul'26,FMGOETZE,,3.93,,,,Tiger breakouts,3.17,smallcap,auto
13th Jul'26,TANLA,,3.52,,,,Tiger breakouts,3.09,midcap,i.t
13th Jul'26,TATVA,,4.89,,,,Tiger breakouts,2.94,smallcap,chemicals
13th Jul'26,PARKHOTELS,,2.83,,,,Tiger breakouts,2.91,smallcap,services
13th Jul'26,LXCHEM,,5.59,,,,Tiger breakouts,2.87,smallcap,chemicals
13th Jul'26,DDEVPLSTIK,,3.3,,,,Tiger breakouts,2.78,smallcap,chemicals
13th Jul'26,WANBURY,,0.873,,,,Tiger breakouts,2.78,smallcap,healthcare
13th Jul'26,AGARWALEYE,,3.38,,,,Tiger breakouts,2.57,midcap,healthcare
13th Jul'26,GEOJITFSL,,3.31,,,,Tiger breakouts,2.54,smallcap,financials
13th Jul'26,PCBL,,4.52,,,,Tiger breakouts,2.42,midcap,chemicals
13th Jul'26,MENONBE,,4.7,,,,Tiger breakouts,2.33,smallcap,auto
13th Jul'26,ABSLAMC,,2.36,,,,Tiger breakouts,1.47,largecap,financials
