Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
18th Sep'26 3:29:00,NIFTYMIDSMLHLTH,52624.9,1.17,0.861,56.73,52146.97,M Swing scan,,,,,,,,
18th Sep'26 3:29:00,ATGL,660.7,,7.6,62.02,604.19,RSI 5 SWING TRADE STRATEGY,12.56,6.36,52.72,,,,,
18th Sep'26 3:29:00,POONAWALLA,479.4,,3.07,58.25,447.22,RSI 5 SWING TRADE STRATEGY,10.77,3.36,56.28,,,,,
18th Sep'26 3:29:00,AZAD,2790.3,,0.846,54.65,2741.49,RSI 5 SWING TRADE STRATEGY,7.1,-2.5,66.5,,,,,
18th Sep'26 3:29:00,NAVINFLUOR,8590.0,,-1.23,56.27,8493.63,RSI 5 SWING TRADE STRATEGY,4.5,-0.986,78.01,,,,,
18th Sep'26 3:29:00,KPRMILL,1141.4,,-2.89,53.04,1123.76,RSI 5 SWING TRADE STRATEGY,4.2,-3.07,57.34,,,,,
18th Sep'26 3:29:00,ENTERO,1732.3,,-6.26,56.71,1777.65,RSI 5 SWING TRADE STRATEGY,3.94,-4.29,70.61,,,,,
18th Sep'26 3:29:00,SHANTIGOLD,251.27,,2.54,52.1,253.32,RSI 5 SWING TRADE STRATEGY,3.64,1.86,59.02,,,,,
18th Sep'26 3:29:00,CHALET,865.65,,-2.82,49.12,867.18,RSI 5 SWING TRADE STRATEGY,2.77,-4.24,54.56,,,,,
18th Sep'26 3:29:00,ELGIEQUIP,609.55,,-3.3,48.8,612.97,RSI 5 SWING TRADE STRATEGY,2.74,-2.84,57.72,,,,,
18th Sep'26 3:29:00,PNBHOUSING,1133.1,,-1.08,47.23,1147.83,RSI 5 SWING TRADE STRATEGY,2.68,-1.36,60.49,,,,,
18th Sep'26 3:29:00,FLUOROCHEM,4586.7,,-2.3,48.97,4648.04,RSI 5 SWING TRADE STRATEGY,2.57,-2.28,61.35,,,,,
18th Sep'26 3:29:00,TNPL,148.34,,-3.9,48.57,152.69,RSI 5 SWING TRADE STRATEGY,2.56,5.3,51.69,,,,,
18th Sep'26 3:29:00,KRISHIVAL,419.3,,1.4,58.08,417.68,RSI 5 SWING TRADE STRATEGY,2.41,2.03,64.61,,,,,
18th Sep'26 3:29:00,VMART,808.15,,-3.69,48.63,805.88,RSI 5 SWING TRADE STRATEGY,2.29,-4.64,60.17,,,,,
18th Sep'26 3:29:00,LUMAXIND,5851.0,,-8.3,47.73,5898.69,RSI 5 SWING TRADE STRATEGY,2.22,-6.14,56.7,,,,,
18th Sep'26 3:29:00,MAWANASUG,128.21,,-12.35,44.27,132.57,RSI 5 SWING TRADE STRATEGY,2.13,-14.01,58.56,,,,,
18th Sep'26 3:29:00,ARVIND,552.6,,-2.54,50.02,561.24,RSI 5 SWING TRADE STRATEGY,2.03,-0.549,62.16,,,,,
18th Sep'26 3:29:00,AUSOMENT,152.15,,-4.88,56.44,152.33,RSI 5 SWING TRADE STRATEGY,1.96,1.62,62.1,,,,,
18th Sep'26 3:29:00,ANDHRSUGAR,94.1,,-7.1,45.31,95.64,RSI 5 SWING TRADE STRATEGY,0.545,-5.56,56.16,,,,,
18th Sep'26 3:29:00,CRISIL,4577.5,,-3.83,47.68,4647.24,RSI 5 SWING TRADE STRATEGY,0.384,-5.07,55.85,,,,,
18th Sep'26 3:29:00,NITINSPIN,619.2,,-3.29,51.63,639.26,RSI 5 SWING TRADE STRATEGY,0.381,-1.31,67.47,,,,,
18th Sep'26 3:29:00,LTFOODS,423.2,,-4.37,45.28,434.04,RSI 5 SWING TRADE STRATEGY,0.308,-5.23,54.62,,,,,
18th Sep'26 3:29:00,AVTNPL,85.7,,-6.48,50.86,88.33,RSI 5 SWING TRADE STRATEGY,0.293,-6.91,64.95,,,,,
18th Sep'26 3:29:00,AVALON,,,,,,Turtle strategy,,,,midcap,13.8,67.45,84.17,consumer discretionary
18th Sep'26 3:29:00,APLAPOLLO,,,,,,Turtle strategy,,,,largecap,5.66,64.58,66.88,industrials
18th Sep'26 3:29:00,NRBBEARING,,,,,,Turtle strategy,,,,smallcap,11.29,64.22,71.65,industrials
18th Sep'26 3:29:00,EMCURE,,,,,,Turtle strategy,,,,largecap,4.92,62.1,67.99,healthcare
18th Sep'26 3:29:00,TI,,,,,,Turtle strategy,,,,midcap,4.57,61.96,67.34,fmcg
18th Sep'26 3:29:00,ASKAUTOLTD,,,,,,Turtle strategy,,,,midcap,6.03,61.53,70.97,auto
18th Sep'26 3:29:00,SMARTWORKS,,,,,,Turtle strategy,,,,midcap,5.28,61.37,60.23,co-working
18th Sep'26 3:29:00,KPIL,,,,,,Turtle strategy,,,,largecap,3.3,61.12,62.52,realty
18th Sep'26 3:29:00,SUDARSCHEM,,,,,,Turtle strategy,,,,midcap,4.82,60.49,61.09,chemicals
18th Sep'26 3:29:00,AEGISLOG,,,,,,Turtle strategy,,,,largecap,4.55,60.14,77.28,services
18th Sep'26 3:29:00,JSWINFRA,,,,,,Turtle strategy,,,,largecap,6.61,59.76,64.94,transportation
18th Sep'26 3:29:00,ATHERENERG,,,,,,Turtle strategy,,,,largecap,5.81,59.61,87.56,auto
18th Sep'26 3:29:00,ETERNAL,,,,,,Turtle strategy,,,,largecap,1.4,59.6,65.41,i.t
18th Sep'26 3:29:00,EDELWEISS,,,,,,Turtle strategy,,,,midcap,6.16,59.14,63.27,financials
18th Sep'26 3:29:00,MEDANTA,,,,,,Turtle strategy,,,,largecap,5.29,58.99,65.21,healthcare
18th Sep'26 3:29:00,PRUDENT,,,,,,Turtle strategy,,,,midcap,5.46,58.91,65.26,financials
18th Sep'26 3:29:00,METROPOLIS,,,,,,Turtle strategy,,,,midcap,1.9,58.56,64.06,healthcare
18th Sep'26 3:29:00,NAZARA,,,,,,Turtle strategy,,,,midcap,1.88,58.12,67.15,i.t
18th Sep'26 3:29:00,GUFICBIO,,,,,,Turtle strategy,,,,smallcap,2.47,58.07,61.36,healthcare
18th Sep'26 3:29:00,ARTEMISMED,,,,,,Turtle strategy,,,,midcap,2.31,57.96,64.93,healthcare
18th Sep'26 3:29:00,GLENMARK,,,,,,Turtle strategy,,,,largecap,1.3,57.88,69.25,healthcare
18th Sep'26 3:29:00,PRECWIRE,,,,,,Turtle strategy,,,,midcap,6.49,57.45,73.8,metals & mining
18th Sep'26 3:29:00,GUJTHEM,,,,,,Turtle strategy,,,,midcap,1.73,57.13,62.23,healthcare
18th Sep'26 3:29:00,GNA,,,,,,Turtle strategy,,,,smallcap,4.1,57.11,65.56,auto
18th Sep'26 3:29:00,CAPLIPOINT,,,,,,Turtle strategy,,,,midcap,5.85,56.98,68.44,healthcare
18th Sep'26 3:29:00,SHRIPISTON,,,,,,Turtle strategy,,,,largecap,4.36,56.94,78.48,auto
18th Sep'26 3:29:00,ENTERO,,,,,,Turtle strategy,,,,midcap,3.94,56.71,68.02,healthcare
18th Sep'26 3:29:00,AUSOMENT,,,,,,Turtle strategy,,,,smallcap,1.96,56.44,63.04,consumer discretionary
18th Sep'26 3:29:00,AKSHARCHEM,,,,,,Turtle strategy,,,,smallcap,4.99,56.36,65.86,chemicals
18th Sep'26 3:29:00,NAVINFLUOR,,,,,,Turtle strategy,,,,largecap,4.5,56.27,79.57,chemicals
18th Sep'26 3:29:00,SONACOMS,,,,,,Turtle strategy,,,,largecap,3.87,56.11,68.85,auto
18th Sep'26 3:29:00,MODISONLTD,,,,,,Turtle strategy,,,,smallcap,1.8,55.88,79.39,industrials
18th Sep'26 3:29:00,RBZJEWEL,,,,,,Turtle strategy,,,,smallcap,2.13,55.84,60.14,consumer discretionary
18th Sep'26 3:29:00,ENGINERSIN,,,,,,Turtle strategy,,,,midcap,0.986,55.68,60.05,realty
18th Sep'26 3:29:00,TDPOWERSYS,,,,,,Turtle strategy,,,,midcap,5.77,55.58,77.74,industrials
18th Sep'26 3:29:00,VINDHYATEL,,,,,,Turtle strategy,,,,smallcap,1.04,55.52,64.72,realty
18th Sep'26 3:29:00,ICIL,,,,,,Turtle strategy,,,,midcap,2.72,55.49,63.03,textiles
18th Sep'26 3:29:00,WABAG,,,,,,Turtle strategy,,,,midcap,2.79,55.47,69.51,realty
18th Sep'26 3:29:00,MANORAMA,,,,,,Turtle strategy,,,,midcap,1.43,55.41,71.75,fmcg
18th Sep'26 3:29:00,JGCHEM,,,,,,Turtle strategy,,,,smallcap,4.12,55.18,68.07,chemicals
18th Sep'26 3:29:00,PANACHE,,,,,,Turtle strategy,,,,smallcap,1.99,55.05,68.08,i.t
18th Sep'26 3:29:00,WOCKPHARMA,,,,,,Turtle strategy,,,,largecap,0.666,55.05,67.26,healthcare
