Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
8th May'26,LUMAXIND,midcap,6.19,65.2,65.66,auto,Screener 1,,,
8th May'26,TITAN,largecap,4.68,60.01,64.45,consumer discretionary,Screener 1,,,
8th May'26,IMFA,midcap,5.49,58.86,70.15,metals & mining,Screener 1,,,
8th May'26,VENUSREM,smallcap,4.02,57.9,76.12,healthcare,Screener 1,,,
8th May'26,BANARBEADS,,6.66,,,,Tiger breakouts,12.74,smallcap,building materials
8th May'26,NIBL,,3.99,,,,Tiger breakouts,7.34,smallcap,industrials
8th May'26,PIDILITIND,,1.76,,,,Tiger breakouts,6.63,largecap,chemicals
8th May'26,MAYURUNIQ,,4.02,,,,Tiger breakouts,5.93,smallcap,consumer discretionary
8th May'26,LUMAXIND,,6.19,,,,Tiger breakouts,5.83,midcap,auto
8th May'26,EIFFL,,-0.032,,,,Tiger breakouts,5.71,smallcap,fmcg
8th May'26,TITAN,,4.68,,,,Tiger breakouts,5.38,largecap,consumer discretionary
8th May'26,SUPRAJIT,,2.87,,,,Tiger breakouts,5.13,midcap,auto
8th May'26,BALPHARMA,,2.08,,,,Tiger breakouts,4.81,smallcap,healthcare
8th May'26,JBMA,,4.12,,,,Tiger breakouts,4.45,midcap,auto
8th May'26,PPAP,,6.73,,,,Tiger breakouts,4.02,smallcap,auto
8th May'26,WELSPUNLIV,,1.18,,,,Tiger breakouts,4.01,midcap,textiles
8th May'26,RAIN,,6.84,,,,Tiger breakouts,3.89,smallcap,miscellaneous
8th May'26,UJJIVANSFB,,-0.431,,,,Tiger breakouts,3.78,midcap,bank
8th May'26,DBSTOCKBRO,,1.39,,,,Tiger breakouts,3.59,smallcap,financials
8th May'26,SENCO,,6.31,,,,Tiger breakouts,3.31,midcap,consumer discretionary
8th May'26,FLAIR,,1.35,,,,Tiger breakouts,3.25,smallcap,miscellaneous
8th May'26,KARURVYSYA,,-2.84,,,,Tiger breakouts,3.24,largecap,bank
8th May'26,UMIYA-MRO,,2.32,,,,Tiger breakouts,3.23,smallcap,telecom
8th May'26,GALAPREC,,5.54,,,,Tiger breakouts,3.2,smallcap,industrials
8th May'26,FIEMIND,,0.248,,,,Tiger breakouts,3.15,midcap,auto
8th May'26,MOREPENLAB,,3.66,,,,Tiger breakouts,3.09,smallcap,healthcare
8th May'26,ASIANPAINT,,2.74,,,,Tiger breakouts,3.06,largecap,building materials
8th May'26,ASPINWALL,,5.89,,,,Tiger breakouts,2.9,smallcap,miscellaneous
8th May'26,GEOJITFSL,,4.38,,,,Tiger breakouts,2.75,smallcap,financials
8th May'26,DLINKINDIA,,0.226,,,,Tiger breakouts,2.73,smallcap,services
8th May'26,TATACONSUM,,2.13,,,,Tiger breakouts,2.69,largecap,fmcg
8th May'26,PRICOLLTD,,0.557,,,,Tiger breakouts,2.68,midcap,auto
8th May'26,APOLLOHOSP,,3.32,,,,Tiger breakouts,2.64,largecap,healthcare
8th May'26,RICOAUTO,,1.89,,,,Tiger breakouts,2.63,smallcap,auto
8th May'26,GRAPHITE,,3.18,,,,Tiger breakouts,2.59,midcap,industrials
8th May'26,MMTC,,1.45,,,,Tiger breakouts,2.35,midcap,services
8th May'26,TIMKEN,,3.9,,,,Tiger breakouts,2.3,largecap,industrials
8th May'26,ELDEHSG,,-1.02,,,,Tiger breakouts,2.2,smallcap,realty
8th May'26,SANSTAR,,3.26,,,,Tiger breakouts,2.14,smallcap,fmcg
8th May'26,JKPAPER,,1.61,,,,Tiger breakouts,2.1,midcap,building materials
