symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
KTKBANK,52.0,22,10,8,6,0.0,13.1,15.75,Rising,3.950656886203374,False,False,True,71.59997885837576,81.66666666666667,Strong Buy,290.75
ASHIANA,52.0,15,10,5,0,0.0,8.19,8.08,Declining,-0.03879607171622945,False,False,False,90.88082745474405,68.33333333333333,Buy,386.54998779296875
GAEL,52.0,15,10,1,0,0.0,3.02,0.65,Rising,13.81561397557769,False,False,False,86.94666532771201,65.0,Buy,172.58999633789062
COMSYN,52.0,15,10,1,0,0.0,0.0,0.06,Rising,19.71207797401715,False,False,False,84.06901510934998,65.0,Buy,213.7100067138672
CHENNPETRO,20.0,18,10,5,0,0.0,14.98,1.01,Declining,1.9262348866649237,False,False,False,48.0751407732476,44.166666666666664,Avoid,1238.199951171875
AJANTPHARM,10.0,18,10,8,6,0.0,7.68,21.8,Rising,1.9854548848122766,False,False,True,68.34841639922018,43.333333333333336,Avoid,3436.39990234375
AVALON,8.0,18,10,8,6,0.0,7.81,24.72,Rising,1.033591731266159,False,False,True,61.017486364729365,41.66666666666667,Avoid,1759.5
STEELCAS,12.0,18,10,1,6,0.0,0.29,2.55,Rising,3.7175914310739078,False,False,True,77.59103597797336,39.166666666666664,Avoid,318.04998779296875
MOTHERSON,4.0,18,10,8,6,0.0,12.87,20.59,Stable,0.8038462002156521,False,False,True,51.47648020954792,38.333333333333336,Avoid,146.72000122070312
CCL,6.0,15,10,8,6,0.0,12.07,21.1,Rising,-0.8110827799895026,False,False,True,58.95484362446665,37.5,Avoid,1174.0
BOSCHLTD,4.0,15,10,6,6,0.0,7.1,15.17,Rising,-0.49095916656687333,False,False,True,54.75181045499726,34.166666666666664,Avoid,41550.0
KERNEX,6.0,22,10,1,0,0.0,2.48,0.05,Stable,0.4489455243781304,False,False,False,59.77513700955943,32.5,Avoid,2215.10009765625
MEGASTAR,12.0,15,10,1,0,0.0,5.52,1.44,Declining,0.04402124983455824,False,False,False,75.52770161465814,31.666666666666664,Avoid,340.95001220703125
ADANIENT,6.0,9,10,6,6,0.0,10.51,10.75,Stable,0.750072562945836,False,False,True,59.476499867785215,30.833333333333336,Avoid,3049.10009765625
AYMSYNTEX,8.0,18,10,1,0,0.0,3.62,0.48,Stable,4.678238288933345,False,False,False,63.57864643131411,30.833333333333336,Avoid,245.4600067138672
SHRINGARMS,4.0,9,10,1,12,0.0,2.92,2.72,Stable,0.1092553174788069,False,True,True,26.45676842367551,30.0,Avoid,219.89999389648438
CARYSIL,4.0,18,10,3,0,0.0,1.63,11.91,Stable,5.623172388186437,False,False,False,52.08379835858218,29.166666666666668,Avoid,1189.0
VENUSPIPES,4.0,9,10,6,6,0.0,2.63,17.81,Declining,-2.2939827398420265,False,False,True,12.522976212230333,29.166666666666668,Avoid,1661.0999755859375
MANCREDIT,8.0,15,10,1,0,0.0,0.12,0.01,Rising,9.76143124788269,False,False,False,60.28414122652828,28.333333333333332,Avoid,236.02000427246094
ZYDUSLIFE,4.0,9,10,5,6,0.0,6.89,11.27,Stable,0.577254865691823,False,False,True,21.47623158092124,28.333333333333332,Avoid,1115.0999755859375
AMBIKCO,4.0,12,10,1,6,0.0,0.47,1.71,Stable,-0.49173999437169824,False,False,True,48.22236253753076,27.500000000000004,Avoid,1699.800048828125
TALBROAUTO,4.0,12,10,1,6,0.0,1.27,0.18,Stable,1.8634301960354094,False,False,True,52.00256607174113,27.500000000000004,Avoid,399.04998779296875
SUMICHEM,4.0,12,10,3,0,0.0,3.02,9.33,Rising,-2.315307527700372,False,False,False,45.753301657862025,24.166666666666668,Avoid,508.3999938964844
GODREJIND,4.0,12,10,1,0,0.0,4.56,3.47,Declining,-1.7114493014172893,False,False,False,46.862153078273685,22.5,Avoid,1309.4000244140625
INOXINDIA,4.0,9,10,3,0,0.0,6.86,7.67,Declining,-5.314371257485028,False,False,False,45.35664489984252,21.666666666666668,Avoid,1897.5
ACMESOLAR,4.0,5,10,6,0,0.0,4.39,19.1,Rising,-1.4076790516786786,False,False,False,17.653179523115497,20.833333333333336,Avoid,360.70001220703125
SANGAMIND,4.0,9,10,1,0,0.0,2.5,0.09,Declining,-0.032467513160938655,False,False,False,18.017897537558955,20.0,Avoid,615.6500244140625
PANSARI,4.0,9,10,1,0,0.0,0.0,0.0,Rising,-7.136825797387692,False,False,False,7.101927942179849,20.0,Avoid,329.8500061035156
SETL,4.0,9,10,1,0,0.0,2.78,0.2,Stable,-0.8984276117931511,False,False,False,38.53721759766346,20.0,Avoid,270.25
