symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
USHAMART,44.0,15,10,8,6,0.0,15.1,15.26,Declining,1.7404896431511219,False,False,True,71.72485321618137,69.16666666666667,Buy,520.25
FIEMIND,52.0,15,10,5,0,0.0,7.03,11.6,Rising,7.150514634770855,False,False,False,83.16289736892399,68.33333333333333,Buy,2498.0
AVADHSUGAR,52.0,18,10,1,0,0.0,1.47,0.27,Rising,17.661261947266716,False,False,False,91.72379368056723,67.5,Buy,609.25
RAMRAT,44.0,15,10,1,0,0.0,0.47,0.62,Rising,-4.304489353008623,False,False,False,77.27429733408788,58.333333333333336,Watch,436.8500061035156
JSWSTEEL,8.0,22,10,8,6,0.0,25.92,11.49,Stable,4.6584788241444075,False,False,True,62.909011412476936,45.0,Avoid,1330.0
SANGHVIMOV,26.0,15,10,1,0,0.0,1.81,1.4,Rising,8.240129103076477,False,False,False,79.722278407888,43.333333333333336,Avoid,474.20001220703125
CARTRADE,16.0,18,10,8,0,0.0,54.37,15.63,Stable,-0.47273874114330816,False,False,False,46.06169118957431,43.333333333333336,Avoid,2842.199951171875
BOSCHLTD,10.0,18,10,6,6,0.0,7.1,15.17,Rising,5.205012718891866,False,False,True,69.6338426037601,41.66666666666667,Avoid,42920.0
PNBHOUSING,7.0,18,10,8,6,0.0,16.81,45.71,Rising,9.413715959249869,False,False,True,51.08992840656389,40.833333333333336,Avoid,1121.5999755859375
SUPRIYA,12.0,18,10,3,6,0.0,6.18,5.3,Rising,6.28199180243012,False,False,True,75.44264702630804,40.833333333333336,Avoid,913.5999755859375
ANTELOPUS,24.0,12,10,1,0,0.0,0.41,0.76,Declining,10.427857859335932,False,False,False,49.57801085762813,39.166666666666664,Avoid,873.6500244140625
SKIPPER,6.0,18,10,1,12,0.0,4.11,1.92,Stable,4.05995549331486,False,True,True,57.624655740061456,39.166666666666664,Avoid,548.5
GRASIM,4.0,18,10,8,6,0.0,14.63,16.13,Rising,3.5656922582717687,False,False,True,41.61155623941203,38.333333333333336,Avoid,3224.0
BALRAMCHIN,12.0,15,10,8,0,0.0,9.33,29.09,Rising,4.824344481099985,False,False,False,71.97875486037503,37.5,Avoid,635.5499877929688
SPAL,12.0,18,10,5,0,0.0,1.49,16.15,Stable,6.7031718104101135,False,False,False,75.51835950788681,37.5,Avoid,1052.199951171875
JSWINFRA,4.0,18,10,6,6,0.0,11.21,9.19,Rising,5.638921747547165,False,False,True,47.51888297360039,36.666666666666664,Avoid,334.3999938964844
MANGLMCEM,12.0,9,10,3,6,0.0,5.53,6.17,Declining,0.6095944871455039,False,False,True,78.24473590385301,33.33333333333333,Avoid,949.0
IOLCP,10.0,18,10,1,0,0.0,4.87,0.43,Rising,10.899217436958475,False,False,False,67.44444555628603,32.5,Avoid,163.41000366210938
GNA,8.0,18,10,3,0,0.0,1.7,11.59,Rising,-0.46039877753062397,False,False,False,61.09903288161237,32.5,Avoid,529.7000122070312
BIOCON,4.0,9,10,8,6,0.0,8.14,23.33,Stable,-1.3685905388430175,False,False,True,25.162979559427946,30.833333333333336,Avoid,425.20001220703125
SIS,4.0,12,10,5,6,0.0,13.27,6.25,Stable,0.023225829504536222,False,False,True,41.153535808136965,30.833333333333336,Avoid,430.54998779296875
CARYSIL,6.0,18,10,3,0,0.0,1.63,11.91,Stable,1.0777283527459103,False,False,False,55.27865144954277,30.833333333333336,Avoid,1191.0999755859375
VIYASH,10.0,15,10,1,0,0.0,4.5,3.76,Rising,8.693923948836591,False,False,False,69.92226919387736,30.0,Avoid,273.79998779296875
INNOVACAP,4.0,9,10,6,6,0.0,0.34,19.92,Declining,-2.441544811643237,False,False,True,38.18989469958411,29.166666666666668,Avoid,945.0
WELSPUNLIV,4.0,9,10,5,6,0.0,5.21,11.38,Stable,0.3996499263692499,False,False,True,39.87868633173109,28.333333333333332,Avoid,160.77999877929688
SHYAMMETL,4.0,15,10,5,0,0.0,2.97,13.75,Rising,0.7140749173565553,False,False,False,49.96204927639785,28.333333333333332,Avoid,1029.5999755859375
BLUSPRING,6.0,15,10,3,0,0.0,5.69,8.64,Rising,1.8666175111953676,False,False,False,59.35657869858553,28.333333333333332,Avoid,116.23999786376953
AKUMS,4.0,9,10,5,6,0.0,1.91,13.44,Declining,0.23323870610794106,False,False,True,36.672168351557666,28.333333333333332,Avoid,666.0999755859375
SUVEN,4.0,18,10,1,0,0.0,0.48,2.73,Stable,4.212535960536257,False,False,False,40.22011914289234,27.500000000000004,Avoid,326.54998779296875
RISHABH,4.0,15,10,3,0,0.0,1.17,11.21,Stable,6.395400643495686,False,False,False,47.6156467178459,26.666666666666668,Avoid,647.1500244140625
HFCL,4.0,9,10,8,0,0.0,15.74,10.92,Stable,9.645587107064113,False,False,False,39.778216346206364,25.833333333333336,Avoid,212.22999572753906
MAWANASUG,4.0,15,10,1,0,0.0,0.45,0.06,Rising,8.924280057975498,False,False,False,53.746689490601106,25.0,Avoid,117.66000366210938
PPAP,4.0,15,10,1,0,0.0,5.84,0.0,Stable,5.132743362831849,False,False,False,44.549829212227976,25.0,Avoid,297.0
PRECOT,4.0,15,10,1,0,0.0,0.0,0.0,Rising,4.143833096928939,False,False,False,43.39575721636667,25.0,Avoid,826.8499755859375
FMGOETZE,4.0,15,10,1,0,0.0,0.39,0.49,Rising,2.506053225971794,False,False,False,53.40428626471346,25.0,Avoid,486.75
NOVARTIND,4.0,9,10,1,0,0.0,0.16,1.35,Declining,2.443762103100333,False,False,False,17.010024781594336,20.0,Avoid,1634.9000244140625
KOPRAN,4.0,9,10,1,0,0.0,0.51,0.0,Stable,2.2229151118782875,False,False,False,37.44224152368193,20.0,Avoid,195.89999389648438
KANORICHEM,4.0,9,10,1,0,0.0,0.05,0.08,Declining,-0.7895974974412634,False,False,False,50.06389696648805,20.0,Avoid,149.52000427246094
GODREJIND,4.0,9,10,1,0,0.0,4.56,3.47,Stable,2.095412863433599,False,False,False,45.24697652489502,20.0,Avoid,1320.4000244140625
IZMO,4.0,5,10,1,0,0.0,3.35,0.52,Stable,-2.2361166420324596,False,False,False,37.726926545426736,16.666666666666664,Avoid,1031.800048828125
